Purchase Memo,Recom. Qty,Item Name,Item ID,Display Name,Reorder Vendor Group,Item Status,30 Days,60 Days,90 Days,120 Days,4 Month Average,Available to Promise,Qty Reserved,On Hand Available (Good),On Hand Deviated,On Hand Inspection,On Hand Label,On Hand Hold,On Hand Total (Good + Deviated),On Hand Total (Months),In Transit,Next Arrival Qty,Next Arrival Date,On Hand Total + In Transit,On Hand Total + Transit (Months),On Order (TO SHIP),Total Stock,Total Stock [Months],Item Weight,Item Weight Units,Maximum of Item Cubic Space,Total Available ,Admin Portal,Brand,Product Category,Vendor ID,Preferred Vendor,P.O.L,Item Description,Vendor Item #,Minimum of Vendor Price,Item Height1,Item Width1,Item Depth1,Item Height,Item Width,Item Depth,Item Shelf,Pallet QTY - NA,Pallet QTY - Euro,HI,TI,Planner ,Department,Product Sub Category,Item - Inner Qty,Product Type,UPC Code,Available for Sale,Available for purchase,LCL Listed,4-Month Qty Sold (LCL),4-Month Total Quantity Sold,Previous Year QTY Sold,Qty Committed,Qty Committed Reserved,Qty Back Ordered,Preferred Vendor Min Qty,Minimum Monthly Qty,Minimum Stock
- None -,3.5,SCOTTI36-CA,3726,Scotti Arancine Rice 10x1kg,Scotti,Active,80,0,97,0,44.25,,,112,112,112,112,112,112,2.53,112,112,4/15/2026,,- None -,112,- None -,- None -,10270,g,0.0123786,112,Admin Portal,Scotti,Rice and Beans,1422,SCOTTI Riso Scotti,Livorno,Scotti Arancine Rice 10x1kg,RA01SA,17.82,0.0000195,0.000023,0.0000276,19.5,23,27.6,365,84,,7,12,- None -,Pantry,Rice,10,Retail,1.07799E+13,Yes,Yes,Yes,- None -,177,710,,,,112,,
- None -,3.5,SCOTTI8-CA,3731,Scotti Risotto Formaggio Cremoso 10x210g,Scotti,Active,325,294,306,208,283.25,192,192,292,292,292,292,292,292,1.03,544,272,4/15/2026,,- None -,1384,- None -,- None -,2380,g,0.01012095,292,Admin Portal,Scotti,Rice and Beans,1422,SCOTTI Riso Scotti,Livorno,Scotti Risotto Formaggio Cremoso 10x210g,P221TBA2CAN,10.66,0.000021,0.0000135,0.0000357,21,13.5,35.7,365,136,138,8,17,- None -,Pantry,Rice,10,Retail,8.00186E+12,Yes,Yes,Yes,- None -,1133,3356,,,27,136,,
- None -,3.5,SCOTTI1DISPLAY-EMPTY-FL,1962,Scotti Empty Displayers,Scotti,Active-Displayer,0,0,2,0,0.5,,,57,57,57,57,57,57,114,,,,,- None -,,- None -,- None -,,- None -,,57,Admin Portal,Scotti,Rice and Beans,1422,SCOTTI Riso Scotti,Livorno,- None -,SCOTTIDISPLAY-EMPTY-FO,0,,,,,,,9999,,,,,- None -,Pantry,Displayer,,Displayer,- None -,Yes,Yes,No,- None -,2,,,,,1,,
- None -,3.5,SCOTTI7-CA,3733,Scotti Tartufi (Truffle) Risotto 10x210g,Scotti,Active,116,153,106,98,118.25,,,477,477,477,477,477,477,4.03,,,,,- None -,146,- None -,- None -,2380,g,0.01012095,477,Admin Portal,Scotti,Rice and Beans,1422,SCOTTI Riso Scotti,Livorno,Scotti Tartufi (Truffle) Risotto 10x210g,TA21TBA1CAN,10.66,0.000021,0.0000135,0.0000357,21,13.5,35.7,365,136,138,8,17,- None -,Pantry,Rice,10,Retail,8.00186E+12,Yes,Yes,Yes,- None -,473,1446,,,10,136,,
ORDER IN 14PACK CODE AND UNBUILD/BUILD TO 12 PACKS,3.5,SCOTTI23-CA,6193,Scotti Venere Black Rice 12x500g (Box),Scotti,Label,130,79,90,3,75.5,,,5,5,5,5,5,5,0.07,,,,,- None -,,- None -,- None -,6660,g,0.00988848,5,Admin Portal,Scotti,Rice and Beans,1422,SCOTTI Riso Scotti,Livorno,Scotti Venere Black Rice 12x500g (Box),FB00PQONT,20.544,0.0000162,0.0000218,0.000028,16.2,21.8,28,365,126,,9,14,- None -,Pantry,Rice,12,Retail,8.00186E+12,Yes,No,No,- None -,302,278,,,,126,,
- None -,3.5,SCOTTI1-CA,3727,Scotti Arborio Superfine Rice 10x1Kg,Scotti,Active,777,903,724,808,803,,,1737,1737,1737,1737,1737,1737,1.97,1764,672,4/15/2026,,- None -,2472,- None -,- None -,10814,g,0.01812608,1580,Admin Portal,Scotti,Rice and Beans,1422,SCOTTI Riso Scotti,Livorno,Scotti Arborio Superfine Rice 10x1Kg,AR01SACAN,21.56,0.0000224,0.0000289,0.000028,22.4,28.9,28,365,84,80,7,12,- None -,Pantry,Rice,10,Retail,1.07799E+13,Yes,Yes,Yes,- None -,3212,7111,157,,,360,,
- None -,3.5,SCOTTI4-CA,3732,Scotti Porcini Risotto 10x210g,Scotti,Active,437,363,395,256,362.75,350,350,374,374,374,374,374,374,1.02,680,272,4/15/2026,,- None -,1798,- None -,- None -,2370,g,0.01012095,369,Admin Portal,Scotti,Rice and Beans,1422,SCOTTI Riso Scotti,Livorno,Scotti Porcini Risotto 10x210g,FU21TBA1CAN,10.66,0.000021,0.0000135,0.0000357,21,13.5,35.7,365,136,138,8,17,- None -,Pantry,Rice,10,Retail,8.00186E+12,Yes,Yes,Yes,- None -,1451,3963,5,,30,136,,
- None -,3.5,SCOTTI3-CA,3728,Scotti Long Grain Carnaroli 10x1Kg,Scotti,Active,132,101,261,167,165.25,,,294,294,294,294,294,294,1.34,444,252,4/15/2026,,- None -,444,- None -,- None -,10840,g,0.01502592,222,Admin Portal,Scotti,Rice and Beans,1422,SCOTTI Riso Scotti,Livorno,Scotti Long Grain Carnaroli 10x1Kg,CA01SAONT,23.5,0.0000208,0.0000258,0.000028,20.8,25.8,28,365,84,,7,12,- None -,Pantry,Rice,10,Retail,1.07799E+13,Yes,Yes,Yes,- None -,661,1270,72,,,72,,
- None -,3.5,SCOTTI44-CA,6236,Scotti Venere Express Black Rice 6x230g,Scotti,Active,24,14,8,16,15.5,,,71.99999,71.99999,71.99999,71.99999,71.99999,71.99999,4.39,,,,,- None -,,- None -,- None -,1540,g,0.0053789,67.99999,Admin Portal,Scotti,Rice and Beans,1422,SCOTTI Riso Scotti,Livorno,Scotti Venere Express Black Rice 6x230g,LR06TBEXONT,6.24,0.000019,0.000019,0.0000149,19,19,14.9,365,196,119,7,28,- None -,Pantry,Rice,6,Retail,8.00186E+12,Yes,Yes,No,- None -,62,2015.16667,4,,,240,,
- None -,3.5,SCOTTI8A-CA,3734,Scotti Zafferano (Milanese) Risotto 10x210g,Scotti,Active,161,240,208,186,198.75,,,294,294,294,294,294,294,1.47,680,272,4/15/2026,,- None -,704,- None -,- None -,2380,g,0.01012095,293,Admin Portal,Scotti,Rice and Beans,1422,SCOTTI Riso Scotti,Livorno,Scotti Zafferano (Milanese) Risotto 10x210g,ZA21TBA1CAN,10.66,0.000021,0.0000135,0.0000357,21,13.5,35.7,365,136,138,8,17,- None -,Pantry,Rice,10,Retail,8.00186E+12,Yes,Yes,Yes,- None -,795,1795,1,,24,136,,
- None -,3.5,SCOTTI2DISPLAY-FL,7318,Scotti Displayer 160x210g Mixed Risotto (Built),Scotti - Displayer,Active,5,1,0,0,1.5,,,5,5,5,5,5,5,2.67,,,,,- None -,5,- None -,- None -,,- None -,,4,Admin Portal,Bauducco,Seasonal Christmas,1422,SCOTTI Riso Scotti,Livorno,Scotti Displayer 160x210g Mixed Risotto (Built),- None -,0.01,,,,,,,9999,16,,,,- None -,Seasonal,Displayer,1,Displayer,- None -,Yes,No,No,- None -,6,,1,,6,1,,
- None -,3.5,RDAN02-CA,3644,R.M. Arborio Rice 10x1Kg,Scotti/Agrover,Active,1201,1123,1110,948,1095.5,,,2397,2397,2397,2397,2397,2397,1.58,2016,1176,4/15/2026,,- None -,3436,- None -,- None -,10430,g,0.014170618,1728,Admin Portal,Regina Molisana,Rice and Beans,1422,SCOTTI Riso Scotti,Livorno,R.M. Arborio Rice 10x1Kg,AR01SA0RM,14.9,0.0000167,0.0000406,0.0000209,16.7,40.6,20.9,365,90,65,9,10,- None -,Pantry,Rice,10,Retail,1.07799E+13,Yes,Yes,Yes,- None -,4382,15115,9,,,1000,,
- None -,3.5,SCOTTI10-CA,4965,Scotti Arborio Rice 12x500g,Scotti,Active,98,85,154,0,84.25,,,166,166,166,166,166,166,1.97,,,,,- None -,252,- None -,- None -,6600,g,0.00988848,166,Admin Portal,Scotti,Rice and Beans,1422,SCOTTI Riso Scotti,Livorno,Scotti Arborio Rice 12x500g,AR00SAONT,13.31,0.0000162,0.0000218,0.000028,16.2,21.8,28,365,108,,6,18,- None -,Pantry,Rice,12,Retail,8.00186E+12,Yes,Yes,No,- None -,337,697,,,,126,,
- None -,3.5,XMASBOX16362-OT,5684,Blue or Red Medium Empty Box,Scotton_Packaging,Active-Packaging,0,0,0,0,0,,,420,420,420,420,420,420,0,,,,,- None -,,- None -,- None -,,- None -,0.028875,420,Admin Portal,Molisana Imports,Seasonal Christmas,1423,SCOTTON Scotton Spa,Salerno $ Livorno,- None -,16362,6.93,0.000033,0.000025,0.000035,33,25,35,,100,,2,50,- None -,Seasonal,Promotional,,Packaging,- None -,Yes,Yes,No,- None -,0,,,,,1,,
- None -,3.5,XMASBOX31341-OT,5704,Silver or Gold Small Empty Box,Scotton_Packaging,Active-Packaging,0,0,0,0,0,,,5,5,5,5,5,5,0,,,,,- None -,,- None -,- None -,,- None -,0.02401875,5,Admin Portal,Molisana Imports,Seasonal Christmas,1423,SCOTTON Scotton Spa,Salerno $ Livorno,- None -,34341,2.27,0.0000305,0.0000225,0.000035,30.5,22.5,35,,100,,2,50,- None -,Seasonal,Promotional,,Packaging,- None -,Yes,Yes,No,- None -,0,60,,,,1,,
- None -,3.5,XMASBOX16361-OT,5686,Blue or Red Small Empty Box,Scotton_Packaging,Active-Packaging,0,0,0,0,0,,,471,471,471,471,471,471,0,,,,,- None -,,- None -,- None -,,- None -,0.02401875,471,Admin Portal,Molisana Imports,Seasonal Christmas,1423,SCOTTON Scotton Spa,Salerno $ Livorno,- None -,16361,4.08,0.0000305,0.0000225,0.000035,30.5,22.5,35,,100,,2,50,- None -,Seasonal,Promotional,,Packaging,- None -,Yes,Yes,No,- None -,0,,,,,1,,
- None -,3.5,XMASTR03A-CA,4067,Gioia Torrone Ricoperto (Chocolate Covered) 12x150g,Torrone del Molise,Active - Not Sellable,0,0,0,0,0,,,284,284,284,284,284,284,0,,,,,- None -,,- None -,- None -,2100,g,0.00667233,,Admin Portal,Gioia,Seasonal Christmas,1528,TORRON Torrone Del Molise Srl,Livorno,Gioia Torrone Ricoperto (Chocolate Covered) 12x150g,TRD150,14.76,0.000021,0.0000267,0.0000119,21,26.7,11.9,,248,,8,31,- None -,Seasonal,Torrone,12,Retail - Seasonal,1.07799E+13,No,No,No,- None -,0,290.67,,,,300,,
- None -,3.5,XMASTR01A-CA,4068,Gioia Torrone Soft With Almonds 12x150g,Torrone del Molise,Active - Not Sellable,0,0,0,0,0,,,788,788,788,788,788,788,0,,,,,- None -,,- None -,- None -,2100,g,0.00667233,,Admin Portal,Gioia,Seasonal Christmas,1528,TORRON Torrone Del Molise Srl,Livorno,Gioia Torrone Soft With Almonds 12x150g,TMT150,14.76,0.000021,0.0000267,0.0000119,21,26.7,11.9,,248,,8,31,- None -,Seasonal,Torrone,12,Retail - Seasonal,1.07799E+13,No,No,Yes,- None -,0,769,,,,750,,
- None -,3.5,XMASTR08A-CA,4070,Gioia Torrone HARD with Almonds 12x150g,Torrone del Molise,Active - Not Sellable,0,0,0,0,0,,,466,466,466,466,466,466,0,,,,,- None -,,- None -,- None -,2140,g,0.00667233,,Admin Portal,Gioia,Seasonal Christmas,1528,TORRON Torrone Del Molise Srl,Livorno,Gioia Torrone HARD with Almonds 12x150g,TMD150,14.76,0.000021,0.0000267,0.0000119,21,26.7,11.9,,248,,8,31,- None -,Seasonal,Torrone,12,Retail - Seasonal,1.07799E+13,No,No,No,- None -,0,573,,,,480,,
- None -,3.5,XMASTR10A-CA,4069,Gioia Torrone Soft With Hazelnuts 12x150g,Torrone del Molise,Do not Order,0,0,0,0,0,,,765,765,765,765,765,765,0,,,,,- None -,,- None -,- None -,0,g,0.00667233,,Admin Portal,Gioia,Seasonal Christmas,1528,TORRON Torrone Del Molise Srl,Livorno,Gioia Torrone Soft With Hazelnuts 12x150g,TNT150,17.16,0.000021,0.0000267,0.0000119,21,26.7,11.9,,248,,8,31,- None -,Seasonal,Torrone,12,Retail - Seasonal,1.07799E+13,No,No,Yes,- None -,0,734,,,,740,,
- None -,3.5,XMASTR35A-CA,4066,Gioia Torrone Hard With Hazelnut 12x150g,Torrone del Molise,Active - Not Sellable,0,0,0,0,0,,,250,250,250,250,250,250,0,,,,,- None -,,- None -,- None -,2100,g,0.00667233,,Admin Portal,Gioia,Seasonal Christmas,1528,TORRON Torrone Del Molise Srl,Livorno,Gioia Torrone Hard With Hazelnut 12x150g,TND150,17.16,0.000021,0.0000267,0.0000119,21,26.7,11.9,,248,,8,31,- None -,Seasonal,Torrone,12,Retail - Seasonal,1.07799E+13,No,No,No,- None -,0,264,,,,280,,
- None -,3.5,XMASTR29-CA,4065,Gioia Torrincini Mini Assorted 12x200g,Torrone del Molise,Active - Not Sellable,0,0,0,0,0,,,325,325,325,325,325,325,0,,,,,- None -,,- None -,- None -,6660,g,0.039962466,,Admin Portal,Gioia,Seasonal Christmas,1528,TORRON Torrone Del Molise Srl,Livorno,Gioia Torrincini Mini Assorted 12x200g,TORR,28.8,0.0000237,0.0000471,0.0000358,23.7,47.1,35.8,547,48,,6,8,- None -,Seasonal,Torrone,12,Retail - Seasonal,1.07799E+13,No,No,No,- None -,0,338,,,,330,,
- None -,3.5,XMASTR23A-CA,3437,Gioia Torrone - Gianduia With Hazelnuts 12x150g,Torrone del Molise,Active - Not Sellable,0,0,0,0,0,,,320,320,320,320,320,320,0,,,,,- None -,,- None -,- None -,2100,g,0.00667233,,Admin Portal,Gioia,Seasonal Christmas,1528,TORRON Torrone Del Molise Srl,Livorno,Gioia Torrone - Gianduia With Hazelnuts 12x150g,TG150,19.2,0.000021,0.0000267,0.0000119,21,26.7,11.9,,248,,8,31,- None -,Seasonal,Torrone,12,Retail - Seasonal,1.07799E+13,No,No,No,- None -,0,331,,,,320,,
Winter Stock Procedure,3.5,ORAAV80DJ-CA,7055,OraSi Soy Beverage Sugar Free 12x1L,OraSi,Do not Order,19,11,0,2,8,,,64,64,64,64,64,64,4.13,,,,,- None -,,- None -,- None -,13872,g,0.014775384,33,Admin Portal,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Soy Beverage Sugar Free 12x1L,AV80DJ,13.2,0.0000213,0.0000232,0.0000299,21.3,23.2,29.9,420,65,,5,13,- None -,Drinks,Plant Based Beverages,12,Retail,8.00318E+12,Yes,No,No,- None -,32,0,31,,,65,,
Winter Stock Procedure,3.5,ORAAV83DE-CA,7059,OraSi Almond Beverage Bold 12x1L,OraSi,Do not Order,10,11,9,8,9.5,,,450,450,450,450,450,450,47.37,,,,,- None -,,- None -,- None -,13872,g,0.014775384,450,Admin Portal,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Almond Beverage Bold 12x1L,AV83DE,13.2,0.0000213,0.0000232,0.0000299,21.3,23.2,29.9,420,65,,5,13,- None -,Drinks,Plant Based Beverages,12,Retail,8.00318E+12,Yes,No,No,- None -,38,0,,,,65,,
Winter Stock Procedure,3.5,ORAAV88FV-CA,7063,OraSi Barista Almond Beverage 12x1L,OraSi,Active,142,17,78,0,59.25,,,,,,,,,,84,84,5/6/2026,,- None -,84,- None -,- None -,13872,g,0.014775384,,Admin Portal,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Barista Almond Beverage 12x1L,AV88FV,15,0.0000213,0.0000232,0.0000299,21.3,23.2,29.9,420,65,,5,13,- None -,Drinks,Plant Based Beverages,12,Retail,8.00318E+12,Yes,Yes,No,- None -,237,0,,,,65,,
Winter Stock Procedure,3.5,ORAAV81ER-CA,7056,OraSi Rice Beverage No Added Sugar 12x1L,OraSi,Do not Order,21,18,0,13,13,,,96,96,96,96,96,96,7.38,,,,,- None -,,- None -,- None -,13872,g,0.014775384,96,Admin Portal,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Rice Beverage No Added Sugar 12x1L,AV81ER,13.2,0.0000213,0.0000232,0.0000299,21.3,23.2,29.9,420,65,,5,13,- None -,Drinks,Plant Based Beverages,12,Retail,8.00318E+12,Yes,No,No,- None -,52,0,,,,65,,
Winter Stock Procedure,3.5,ORAAV88JK-CA,7065,OraSi Barista Hazelnut Beverage 12x1L,OraSi,Active,20,18,5,51,23.5,,,142,142,142,142,142,142,6,66,66,5/6/2026,,- None -,66,- None -,- None -,13872,g,0.014775384,141,Admin Portal,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Barista Hazelnut Beverage 12x1L,AV88JK,16.2,0.0000213,0.0000232,0.0000299,21.3,23.2,29.9,360,65,,5,13,- None -,Drinks,Plant Based Beverages,12,Retail,8.00318E+12,Yes,Yes,No,- None -,94,0,1,,,65,,
Winter Stock Procedure,3.5,ORAAV88HT-CA,7064,OraSi Barista Coconut Beverage 12x1L,OraSi,Active,62,54,18,3,34.25,,,32,32,32,32,32,32,0.88,,,,,- None -,65,- None -,- None -,13872,g,0.014775384,30,Admin Portal,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Barista Coconut Beverage 12x1L,AV88HT,16.2,0.0000213,0.0000232,0.0000299,21.3,23.2,29.9,420,65,,5,13,- None -,Drinks,Plant Based Beverages,12,Retail,8.00318E+12,Yes,Yes,No,- None -,137,0,2,,,65,,
Winter Stock Procedure,3.5,ORAAV84AJ-CA,7061,OraSi Hazelnut Beverage 12x1L,OraSi,Do not Order,7,6,3,7,5.75,,,83,83,83,83,83,83,14.43,,,,,- None -,,- None -,- None -,13872,g,0.014775384,83,Admin Portal,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Hazelnut Beverage 12x1L,AV84AJ,13.2,0.0000213,0.0000232,0.0000299,21.3,23.2,29.9,360,65,,5,13,- None -,Drinks,Plant Based Beverages,12,Retail,8.00318E+12,Yes,No,No,- None -,23,0,,,,65,,
Winter Stock Procedure,3.5,ORAAV87AO-CA,7057,OraSi Oat Beverage No Added Sugar 12x1L,OraSi,Do not Order,3,27,18,5,13.25,,,284,284,284,284,284,284,21.43,,,,,- None -,,- None -,- None -,13872,g,0.014775384,284,Admin Portal,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Oat Beverage No Added Sugar 12x1L,AV87AO,13.2,0.0000213,0.0000232,0.0000299,21.3,23.2,29.9,360,65,,5,13,- None -,Drinks,Plant Based Beverages,12,Retail,8.00318E+12,Yes,No,No,- None -,53,0,,,,65,,
Winter Stock Procedure,3.5,ORAAV83CK-CA,7060,OraSi Almond Beverage Sugar Free 12x1L,OraSi,Do not Order,17,15,13,8,13.25,,,379,379,379,379,379,379,28.6,,,,,- None -,,- None -,- None -,13872,g,0.014775384,379,Admin Portal,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Almond Beverage Sugar Free 12x1L,AV83CK,13.2,0.0000213,0.0000232,0.0000299,21.3,23.2,29.9,420,65,,5,13,- None -,Drinks,Plant Based Beverages,12,Retail,8.00318E+12,Yes,No,No,- None -,53,0,,,,65,,
Winter Stock Procedure,3.5,ORAAV88IW-CA,7066,OraSi Barista Oat Beverage 12x1L,OraSi,Active,42,26,74,11,38.25,,,,,,,,,,130,130,5/6/2026,,- None -,260,- None -,- None -,13872,g,0.014775384,,Admin Portal,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Barista Oat Beverage 12x1L,AV88IW,15,0.0000213,0.0000232,0.0000299,21.3,23.2,29.9,360,65,,5,13,- None -,Drinks,Plant Based Beverages,12,Retail,8.00318E+12,Yes,Yes,No,- None -,153,0,,,,65,,
Winter Stock Procedure,3.5,ORAAV87CF-CA,7058,OraSi Oat Beverage Sugar Free 12x1L,OraSi,Active,3,23,20,5,12.75,,,113,113,113,113,113,113,8.86,65,65,5/6/2026,,- None -,65,- None -,- None -,13872,g,0.014775384,113,Admin Portal,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Oat Beverage Sugar Free 12x1L,AV87CF,13.2,0.0000213,0.0000232,0.0000299,21.3,23.2,29.9,360,65,,5,13,- None -,Drinks,Plant Based Beverages,12,Retail,8.00318E+12,Yes,Yes,No,- None -,51,0,,,,65,,
Winter Stock Procedure,3.5,ORAAV88AN-CA,7062,OraSi Barista Soy Beverage 12x1L,OraSi,Do not Order,2,7,0,24,8.25,,,89,89,89,89,89,89,10.42,,,,,- None -,,- None -,- None -,13872,g,0.014775384,86,Admin Portal,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Barista Soy Beverage 12x1L,AV88AN,15,0.0000213,0.0000232,0.0000299,21.3,23.2,29.9,420,65,,5,13,- None -,Drinks,Plant Based Beverages,12,Retail,8.00318E+12,Yes,No,No,- None -,33,0,3,,,65,,
Winter Stock Procedure,3.5,ORAAV80EO-CA,7054,OraSi Soy Beverage 12x1L,OraSi,Do not Order,6,11,5,0,5.5,,,179,179,179,179,179,179,32.55,,,,,- None -,,- None -,- None -,13872,g,0.014775384,179,Admin Portal,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Soy Beverage 12x1L,AV80EO,13.2,0.0000213,0.0000232,0.0000299,21.3,23.2,29.9,420,65,,5,13,- None -,Drinks,Plant Based Beverages,12,Retail,8.00318E+12,Yes,No,No,- None -,22,0,,,,65,,
- None -,3.5,BAKV116715-CA,6346,Venchi Bar Milk Gianduja w Hazelnuts 24x100g,Venchi_Chocolate,Active-Venchi,12,7,0,0,4.75,,,46,46,46,46,46,46,9.68,,,,,- None -,,- None -,- None -,3700,g,0.018483927,46,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bar Milk Gianduja w Hazelnuts 24x100g,116302,54.12,0.0000213,0.0000343,0.0000253,21.3,34.3,25.3,546,100,54,2,50,- None -,Pantry,Chocolate,24,Retail  - Chocolate,- None -,Yes,Yes,No,- None -,19,52,,,,1,,
- None -,3.5,BAKV116350-CA,6938,Venchi Bar Milk Chocolate 24x78g,Venchi_Chocolate,Active-Venchi,8,4,4,17,8.25,,,54,54,54,54,54,54,6.55,,,,,- None -,,- None -,- None -,2328,g,0.0064141,54,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bar Milk Chocolate 24x78g,116350,51.47,0.0000187,0.0000245,0.000014,18.7,24.5,14,546,100,,2,50,- None -,Pantry,Chocolate,24,Retail  - Chocolate,- None -,Yes,Yes,No,- None -,33,7,,,,1,,
- None -,3.5,BAKV116020-CA,5516,Venchi Bar Extra Dark Hazelnut 70% 24x100g,Venchi_Chocolate,Active-Venchi,24,7,0,0,7.75,,,39,39,39,39,39,39,5.03,,,,,- None -,,- None -,- None -,2901.84,g,0.0068875,39,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bar Extra Dark Hazelnut 70% 24x100g,116257,54.12,0.000019,0.000025,0.0000145,19,25,14.5,546,100,,2,50,- None -,Pantry,Chocolate,24,Retail  - Chocolate,- None -,Yes,Yes,No,- None -,31,43,,,,1,,
- None -,3.5,BAKV116354-CA,6940,Venchi Bar 75% Extra Dark Chocolate 24x78g,Venchi_Chocolate,Active-Venchi,10,6,5,13,8.5,,,45,45,45,45,45,45,5.29,,,,,- None -,,- None -,- None -,2328,g,0.0064141,45,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bar 75% Extra Dark Chocolate 24x78g,116354,51.47,0.0000187,0.0000245,0.000014,18.7,24.5,14,546,100,,2,50,- None -,Pantry,Chocolate,24,Retail  - Chocolate,- None -,Yes,Yes,No,- None -,34,21,,,,1,,
- None -,3.5,BAKV107295-CA,6918,Venchi Gift Murrine MINI Book TIN  16x115g,Venchi_Chocolate,Active-Venchi,3,3,0,0,1.5,,,18,18,18,18,18,18,12,,,,,- None -,,- None -,- None -,3200,g,0.021729795,18,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Gift Murrine MINI Book TIN  16x115g,107274,92.55,0.0000205,0.0000397,0.0000267,20.5,39.7,26.7,546,100,48,2,50,- None -,Pantry,Chocolate,8,Retail  - Chocolate,- None -,Yes,Yes,No,- None -,6,15,,,,1,,
- None -,3.5,BAKV116639-CA,6765,Venchi Bar Tiramisu 24x110g,Venchi_Chocolate,Active-Venchi,13,7,0,0,5,,,47,47,47,47,47,47,9.2,,,,,- None -,,- None -,- None -,3200,g,0.021729795,46,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bar Tiramisu 24x110g,116639,54.12,0.0000205,0.0000397,0.0000267,20.5,39.7,26.7,546,100,48,2,50,- None -,Pantry,Chocolate,24,Retail  - Chocolate,- None -,Yes,Yes,No,- None -,20,72,1,,,1,,
- None -,3.5,BAKV126363-CA,6292,Venchi Bulk Pistachio Gianduiotti 5x1kg,Venchi_Chocolate,Do not Order,0,0,0,1,0.25,,,4,4,4,4,4,4,16,,,,,- None -,,- None -,- None -,3700,g,0.018483927,4,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bulk Pistachio Gianduiotti 5x1kg,126363,120.23,0.0000213,0.0000343,0.0000253,21.3,34.3,25.3,546,100,54,2,50,- None -,Pantry,Chocolate,1,Retail  - Chocolate,- None -,Yes,No,No,- None -,1,32,,,,1,,
- None -,3.5,BAKV126223-CA,2063,Venchi Bulk Cremino 1878 5x1Kg,Venchi_Chocolate,Do not Order,0,1,0,1,0.5,,,15,15,15,15,15,15,30,,,,,- None -,,- None -,- None -,5400,g,0.015615369,15,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Cremino 1878 Bulk 1x5Kg,126223,120.23,0.0000231,0.0000333,0.0000203,23.1,33.3,20.3,546,100,55,2,50,- None -,Pantry,Chocolate,,Retail  - Chocolate,- None -,Yes,No,No,- None -,2,22,,,,1,,
- None -,3.5,BAKV105168-CA,6831,Venchi Bulk Chocoviar Arancia 5kg,Venchi_Chocolate,Do not Order,1,1,0,0,0.5,,,2,2,2,2,2,2,4,,,,,- None -,,- None -,- None -,3700,g,0.018483927,2,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bulk Chocoviar Arancia 5kg,105168,120.23,0.0000213,0.0000343,0.0000253,21.3,34.3,25.3,546,100,54,2,50,- None -,Pantry,Chocolate,1,Retail  - Chocolate,1.08003E+14,Yes,Yes,No,- None -,2,63,,,,1,,
- None -,3.5,BAKV122083-CA,3828,Venchi Cigar Truffle Nougatine Chocolate 15x100g,Venchi_Chocolate,Active-Venchi,16,4,0,0,5,,,7,7,7,7,7,7,1.4,9,,,,- None -,9,- None -,- None -,1800,g,0.00432123,7,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Cigar Truffle Nougatine Chocolate 15x100g,122083,41.92,0.0000229,0.0000185,0.0000102,22.9,18.5,10.2,546,100,216,2,50,- None -,Pantry,Chocolate,15,Retail  - Chocolate,8.003E+13,Yes,Yes,No,- None -,20,143,,,,1,,
