Purchase Memo,Recom. Qty,Item Name,Item ID,Display Name,Reorder Vendor Group,Item Status,30 Days,60 Days,90 Days,120 Days,4 Month Average,Availble to Promise,On Hand Available (Good),On Hand Deviated,On Hand Inspection,On Hand Label,On Hand Hold,On Hand Total (Good + Deviated),On Hand Total (Months),In Transit,Next Arrival Qty,Next Arrival Date,On Hand Total + In Transit,On Hand Total + Transit (Months),On Order (TO SHIP),Total Stock,Total Stock [Months],Item Weight,Item Weight Units,Maximum of Item Cubic Space,Total Available ,Admin Portal,Brand,Product Category,Vendor ID,Preferred Vendor,P.O.L,Item Description,Vendor Item #,Minimum of Vendor Price,Item Height1,Item Width1,Item Depth1,Item Height,Item Width,Item Depth,Item Shelf,Pallet QTY - NA,Pallet QTY - Euro,HI,TI,Planner ,Department,Product Sub Category,Maximum of Item - Inner Qty,Product Type,UPC Code,Available for Sale,Available for purchase,LCL Listed,4-Month Total Quantity Sold,Previous Year QTY Sold,Qty Committed,Qty Back Ordered,Preferred Vendor Min Qty,Minimum Monthly Qty,Minimum Stock
- None -,3.5,DELROVU88CD-CA,6150,Rovagnati Gran Mortadella Massima 2x3Kg,Rovagnati,Active,0,0,0,0,0,,1754.06,1754.06,1754.06,1754.06,1754.06,1754.06,0,4173.66,4173.66,3/21/2026,,- None -,4173.66,- None -,- None -,6340,g,.01579032,1751.06,Admin Portal,Rovagnati,Deli Meats,1394,ROVAGNATI Rovagnati Spa,Genova,Rovagnati Gran Mortadella Massima 2x3Kg,U88CD,6.68,.0000182,.0000482,.000018,18.2,48.2,18,300,100,,2,50,- None -,Deli,Mortadella & Prosciutto,2,Retail,98007141502986,Yes,Yes,Yes,0,6551.62,3,,1340,,
- None -,3.5,DELROV194CD-CA,3719,Rovagnati SPECK Prosciutto (2Pc) Per/Kg,Rovagnati,Active,0,0,0,0,0,,21.859,21.859,21.859,21.859,21.859,21.859,0,316.918,116.918,3/21/2026,,- None -,316.918,- None -,- None -,5326,g,.0146367,21.859,Admin Portal,Rovagnati,Deli Meats,1394,ROVAGNATI Rovagnati Spa,Genova,Rovagnati SPECK Prosciutto (2Pc) Per/Kg,194CD,11.81,.0000139,.000027,.000039,13.9,27,39,240,100,,2,50,- None -,Deli,Mortadella & Prosciutto,2,Retail,98007141502887,Yes,Yes,No,0,1260.076,,,180,,
- None -,3.5,DELROVUO7CD-CA,6003,Rovagnati Salame Ventricina,Rovagnati,Active,0,0,0,0,0,,25.97,25.97,25.97,25.97,25.97,25.97,0,867.484,300,3/21/2026,,- None -,867.484,- None -,- None -,6000,g,.0301584,25.97,Admin Portal,Rovagnati,Deli Meats,1394,ROVAGNATI Rovagnati Spa,Genova,Rovagnati Salame Ventricina,UO7CD,10.50,.0000183,.0000515,.000032,18.3,51.5,32,240,100,,2,50,- None -,Deli,Salami,,Retail,98007141519939,Yes,Yes,No,0,1455.278,,,320,,
- None -,3.5,DELROVUZ1CD-CA,7188,Longos Curato Prosciutto Cotto Gran Sapore (2Pc) Per/Kg,Rovagnati_PL Longos,Active - PL,0,0,0,0,0,,1376.958,1376.958,1376.958,1376.958,1376.958,1376.958,0,,,,,- None -,,- None -,- None -,6886,g,.020979666,1364.958,Admin Portal,Rovagnati,Deli Meats,1394,ROVAGNATI Rovagnati Spa,Genova,Longos Curato Prosciutto Cotto Gran Sapore (2Pc) Per/Kg,UZ1CD,8.18,.0000218,.0000289,.0000333,21.8,28.9,33.3,300,100,,2,50,- None -,Deli,Mortadella & Prosciutto,2,Retail,10772468009167,Yes,Yes,No,0,,12,,560,,
- None -,3.5,SCOTTI4-CA,3732,Scotti Porcini Risotto 10x210g,Scotti,Active,0,0,0,0,0,,648,648,648,648,648,648,0,272,272,4/1/2026,,- None -,952,- None -,- None -,2370,g,.01012095,610,Admin Portal,Scotti,Rice and Beans,1422,SCOTTI Riso Scotti,Livorno,Scotti Porcini Risotto 10x210g,FU21TBA1CAN,11.09,.000021,.0000135,.0000357,21,13.5,35.7,365,136,138,8,17,- None -,Pantry,Rice,10,Retail,8001860232640,Yes,Yes,Yes,0,3963,38,,136,,
- None -,3.5,RDAN02-CA,3644,R.M. Arborio Rice 10x1Kg,Scotti/Agrover,Active,0,0,0,0,0,,1655,1655,1655,1655,1655,1655,0,2352,912,3/9/2026,,- None -,4990,- None -,- None -,10430,g,.014170618,586,Admin Portal,Regina Molisana,Rice and Beans,1422,SCOTTI Riso Scotti,Livorno,R.M. Arborio Rice 10x1Kg,AR01SA0RM,17.80,.0000167,.0000406,.0000209,16.7,40.6,20.9,365,90,65,9,10,- None -,Pantry,Rice,10,Retail,10779921601500,Yes,Yes,Yes,0,15115,409,,1000,,
- None -,3.5,SCOTTI1-CA,3727,Scotti Arborio Superfine Rice 10x1Kg,Scotti,Active,0,0,0,0,0,,1896,1896,1896,1896,1896,1896,0,936,936,4/1/2026,,- None -,2952,- None -,- None -,10814,g,.01812608,1896,Admin Portal,Scotti,Rice and Beans,1422,SCOTTI Riso Scotti,Livorno,Scotti Arborio Superfine Rice 10x1Kg,AR01SACAN,24.08,.0000224,.0000289,.000028,22.4,28.9,28,365,84,80,7,12,- None -,Pantry,Rice,10,Retail,10779921601609,Yes,Yes,Yes,0,7111,,,360,,
- None -,3.5,SCOTTI8-CA,3731,Scotti Risotto Formaggio Cremoso 10x210g,Scotti,Active,0,0,0,0,0,,416,416,416,416,416,416,0,272,272,4/1/2026,,- None -,816,- None -,- None -,2380,g,.01012095,416,Admin Portal,Scotti,Rice and Beans,1422,SCOTTI Riso Scotti,Livorno,Scotti Risotto Formaggio Cremoso 10x210g,P221TBA2CAN,11.09,.000021,.0000135,.0000357,21,13.5,35.7,365,136,138,8,17,- None -,Pantry,Rice,10,Retail,8001860232626,Yes,Yes,Yes,0,3356,,,136,,
- None -,3.5,SCOTTI7-CA,3733,Scotti Tartufi (Truffle) Risotto 10x210g,Scotti,Active,0,0,0,0,0,,638,638,638,638,638,638,0,,,,,- None -,,- None -,- None -,2380,g,.01012095,637,Admin Portal,Scotti,Rice and Beans,1422,SCOTTI Riso Scotti,Livorno,Scotti Tartufi (Truffle) Risotto 10x210g,TA21TBA1CAN,11.09,.000021,.0000135,.0000357,21,13.5,35.7,365,136,138,8,17,- None -,Pantry,Rice,10,Retail,8001860232619,Yes,Yes,Yes,0,1446,1,,136,,
DEVIATION - REPACK TO 12 LABEL UNITS AND CASES,3.5,SCOTTI23-14-CA,7313,Scotti Venere Black Rice 14x500g (Bag),Scotti,Part,0,0,0,0,0,,,,,,,,0,,,,,- None -,,- None -,- None -,6660,g,.00988848,,Admin Portal,Scotti,Rice and Beans,1422,SCOTTI Riso Scotti,Livorno,Scotti Venere Black Rice 14x500g (Bag),FB00PQONT,23.96,.0000162,.0000218,.000028,16.2,21.8,28,,126,,9,14,- None -,Pantry,Rice,14,Retail,8001860186493,No,Yes,No,0,278,,,126,,
ORDER IN 14PACK CODE AND UNBUILD/BUILD TO 12 PACKS,3.5,SCOTTI23-CA,6193,Scotti Venere Black Rice 12x500g (Box),Scotti,Label,0,0,0,0,0,,132,132,132,132,132,132,0,,,,,- None -,,- None -,- None -,6660,g,.00988848,28,Admin Portal,Scotti,Rice and Beans,1422,SCOTTI Riso Scotti,Livorno,Scotti Venere Black Rice 12x500g (Box),FB00PQONT,20.544,.0000162,.0000218,.000028,16.2,21.8,28,365,126,,9,14,- None -,Pantry,Rice,12,Retail,8001860186493,Yes,No,No,0,278,,,126,,
- None -,3.5,SCOTTI10-CA,4965,Scotti Arborio Rice 12x500g,Scotti,Active,0,0,0,0,0,,44,44,44,44,44,44,0,252,126,4/1/2026,,- None -,252,- None -,- None -,6600,g,.00988848,4,Admin Portal,Scotti,Rice and Beans,1422,SCOTTI Riso Scotti,Livorno,Scotti Arborio Rice 12x500g,AR00SAONT,14.856,.0000162,.0000218,.000028,16.2,21.8,28,365,108,,6,18,- None -,Pantry,Rice,12,Retail,8001860185496,Yes,Yes,No,0,697,40,,126,,
- None -,3.5,SCOTTI44-CA,6236,Scotti Venere Express Black Rice 6x230g,Scotti,Active,0,0,0,0,0,,105.99999,105.99999,105.99999,105.99999,105.99999,105.99999,0,,,,,- None -,,- None -,- None -,1540,g,.0053789,98.99999,Admin Portal,Scotti,Rice and Beans,1422,SCOTTI Riso Scotti,Livorno,Scotti Venere Express Black Rice 6x230g,LR06TBEXONT,6.624,.000019,.000019,.0000149,19,19,14.9,365,196,119,7,28,- None -,Pantry,Rice,6,Retail,8001860185489,Yes,Yes,No,0,2015.16667,7,,240,,
- None -,3.5,SCOTTI3-CA,3728,Scotti Long Grain Carnaroli 10x1Kg,Scotti,Active,0,0,0,0,0,,462,462,462,462,462,462,0,,,,,- None -,480,- None -,- None -,10840,g,.01502592,462,Admin Portal,Scotti,Rice and Beans,1422,SCOTTI Riso Scotti,Livorno,Scotti Long Grain Carnaroli 10x1Kg,CA01SAONT,27.46,.0000208,.0000258,.000028,20.8,25.8,28,365,84,,7,12,- None -,Pantry,Rice,10,Retail,10779921601616,Yes,Yes,Yes,0,1270,,,72,,
- None -,3.5,SCOTTI8A-CA,3734,Scotti Zafferano (Milanese) Risotto 10x210g,Scotti,Active,0,0,0,0,0,,369,369,369,369,369,369,0,136,136,4/1/2026,,- None -,680,- None -,- None -,2380,g,.01012095,368,Admin Portal,Scotti,Rice and Beans,1422,SCOTTI Riso Scotti,Livorno,Scotti Zafferano (Milanese) Risotto 10x210g,ZA21TBA1CAN,11.09,.000021,.0000135,.0000357,21,13.5,35.7,365,136,138,8,17,- None -,Pantry,Rice,10,Retail,8001860232633,Yes,Yes,Yes,0,1795,1,,136,,
- None -,3.5,SCOTTI36-CA,3726,Scotti Arancine Rice 10x1kg,Scotti,Active,0,0,0,0,0,,192,192,192,192,192,192,0,,,,,- None -,112,- None -,- None -,10270,g,.0123786,192,Admin Portal,Scotti,Rice and Beans,1422,SCOTTI Riso Scotti,Livorno,Scotti Arancine Rice 10x1kg,RA01SA,17.82,.0000195,.000023,.0000276,19.5,23,27.6,365,84,,7,12,- None -,Pantry,Rice,10,Retail,10779921601654,Yes,Yes,Yes,0,710,,,112,,
- None -,3.5,SCOTTI1DISPLAY-EMPTY-FL,1962,Scotti Empty Displayers,Scotti,Active-Displayer,0,0,0,0,0,,57,57,57,57,57,57,0,,,,,- None -,,- None -,- None -,,- None -,,57,Admin Portal,Scotti,Rice and Beans,1422,SCOTTI Riso Scotti,Livorno,- None -,SCOTTIDISPLAY-EMPTY-FO,.00,,,,,,,9999,,,,,- None -,Pantry,Displayer,,Displayer,- None -,Yes,Yes,No,0,,,,1,,
- None -,3.5,BOX101167S-OT,7240,Empty Box Portapanettone + Bott (L430mm x W240mm x H345mm) Seta Oro,Scotton_Packaging,Active-Packaging,0,0,0,0,0,,300,300,300,300,300,300,0,,,,,- None -,,- None -,- None -,,- None -,,300,Admin Portal,Molisana Imports,Seasonal Christmas,1423,SCOTTON Scotton Spa,Salerno $ Livorno,Empty Box Portapanettone + Bott (L430mm x W240mm x H345mm) Seta Oro,101167S,2.409,,,,,,,,100,,2,50,- None -,Seasonal,Promotional,1,Packaging,- None -,Yes,Yes,No,0,,,,1,,
- None -,3.5,BOX130121S-OT,7241,Empty Box Portapanettone + Bott (L430mm x W240mm x H345mm) Fibra Blue,Scotton_Packaging,Active-Packaging,0,0,0,0,0,,120,120,120,120,120,120,0,,,,,- None -,,- None -,- None -,,- None -,,120,Admin Portal,Molisana Imports,Seasonal Christmas,1423,SCOTTON Scotton Spa,Salerno $ Livorno,Empty Box Portapanettone + Bott (L430mm x W240mm x H345mm) Fibra Blue,130121S,2.409,,,,,,,,100,,2,50,- None -,Seasonal,Promotional,1,Packaging,- None -,Yes,Yes,No,0,,,,1,,
- None -,3.5,XMASBOX31341-OT,5704,Silver or Gold Small Empty Box,Scotton_Packaging,Active-Packaging,0,0,0,0,0,,5,5,5,5,5,5,0,,,,,- None -,,- None -,- None -,,- None -,.02401875,5,Admin Portal,Molisana Imports,Seasonal Christmas,1423,SCOTTON Scotton Spa,Salerno $ Livorno,- None -,34341,2.27,.0000305,.0000225,.000035,30.5,22.5,35,,100,,2,50,- None -,Seasonal,Promotional,,Packaging,- None -,Yes,Yes,No,0,60,,,1,,
- None -,3.5,BOX138781S-OT,7242,Empty Box Portapanettone + Bott (L280mm x W200mm x H350mm) Skin Argento,Scotton_Packaging,Active-Packaging,0,0,0,0,0,,50,50,50,50,50,50,0,,,,,- None -,,- None -,- None -,,- None -,,50,Admin Portal,Molisana Imports,Seasonal Christmas,1423,SCOTTON Scotton Spa,Salerno $ Livorno,Empty Box Portapanettone + Bott (L280mm x W200mm x H350mm) Skin Argento,138781S,1.273,,,,,,,,100,,2,50,- None -,Seasonal,Promotional,1,Packaging,- None -,Yes,Yes,No,0,,,,1,,
- None -,3.5,XMASBOX16361-OT,5686,Blue or Red Small Empty Box,Scotton_Packaging,Active-Packaging,0,0,0,0,0,,471,471,471,471,471,471,0,,,,,- None -,,- None -,- None -,,- None -,.02401875,471,Admin Portal,Molisana Imports,Seasonal Christmas,1423,SCOTTON Scotton Spa,Salerno $ Livorno,- None -,16361,4.08,.0000305,.0000225,.000035,30.5,22.5,35,,100,,2,50,- None -,Seasonal,Promotional,,Packaging,- None -,Yes,Yes,No,0,,,,1,,
- None -,3.5,BOX134947S-OT,7243,Empty Box Portapanettone + Bott (L520mm x W310mm x H355mm) Bordeaux Silk,Scotton_Packaging,Active-Packaging,0,0,0,0,0,,160,160,160,160,160,160,0,,,,,- None -,,- None -,- None -,,- None -,,160,Admin Portal,Molisana Imports,Seasonal Christmas,1423,SCOTTON Scotton Spa,Salerno $ Livorno,Empty Box Portapanettone + Bott (L520mm x W310mm x H355mm) Bordeaux Silk,134947S,4.332,,,,,,,,100,,2,50,- None -,Seasonal,Promotional,1,Packaging,- None -,Yes,Yes,No,0,,,,1,,
- None -,3.5,XMASBOX16362-OT,5684,Blue or Red Medium Empty Box,Scotton_Packaging,Active-Packaging,0,0,0,0,0,,420,420,420,420,420,420,0,,,,,- None -,,- None -,- None -,,- None -,.028875,420,Admin Portal,Molisana Imports,Seasonal Christmas,1423,SCOTTON Scotton Spa,Salerno $ Livorno,- None -,16362,6.93,.000033,.000025,.000035,33,25,35,,100,,2,50,- None -,Seasonal,Promotional,,Packaging,- None -,Yes,Yes,No,0,,,,1,,
- None -,3.5,XMASTR10A-CA,4069,Gioia Torrone Soft With Hazelnuts 12x150g,Torrone del Molise,Do not Order,0,0,0,0,0,,765,765,765,765,765,765,0,,,,,- None -,,- None -,- None -,0,g,.00667233,65,Admin Portal,Gioia,Seasonal Christmas,1528,TORRON Torrone Del Molise Srl,Livorno,Gioia Torrone Soft With Hazelnuts 12x150g,TNT150,17.16,.000021,.0000267,.0000119,21,26.7,11.9,,248,,8,31,- None -,Seasonal,Torrone,12,Retail - Seasonal,10779921290025,No,No,Yes,0,734,,,740,,
Winter Stock Procedure,3.5,ORAAV81ER-CA,7056,OraSi Rice Beverage No Added Sugar 12x1L,OraSi,Active,0,0,0,0,0,,115,115,115,115,115,115,0,,,,,- None -,,- None -,- None -,13872,g,.014775384,115,Admin Portal,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Rice Beverage No Added Sugar 12x1L,AV81ER,13.20,.0000213,.0000232,.0000299,21.3,23.2,29.9,420,65,,5,13,- None -,Drinks,Plant Based Beverages,12,Retail,8003180046969,Yes,Yes,No,0,0,,,65,,
Winter Stock Procedure,3.5,ORAAV83DE-CA,7059,OraSi Almond Beverage Bold 12x1L,OraSi,Active,0,0,0,0,0,,461,461,461,461,461,461,0,,,,,- None -,,- None -,- None -,13872,g,.014775384,461,Admin Portal,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Almond Beverage Bold 12x1L,AV83DE,13.20,.0000213,.0000232,.0000299,21.3,23.2,29.9,420,65,,5,13,- None -,Drinks,Plant Based Beverages,12,Retail,8003180048932,Yes,Yes,No,0,0,,,65,,
Winter Stock Procedure,3.5,ORAAV88AN-CA,7062,OraSi Barista Soy Beverage 12x1L,OraSi,Active,0,0,0,0,0,,93,93,93,93,93,93,0,,,,,- None -,,- None -,- None -,13872,g,.014775384,93,Admin Portal,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Barista Soy Beverage 12x1L,AV88AN,15.00,.0000213,.0000232,.0000299,21.3,23.2,29.9,420,65,,5,13,- None -,Drinks,Plant Based Beverages,12,Retail,8003180047775,Yes,Yes,No,0,0,,,65,,
Winter Stock Procedure,3.5,ORAAV87AO-CA,7057,OraSi Oat Beverage No Added Sugar 12x1L,OraSi,Active,0,0,0,0,0,,284,284,284,284,284,284,0,,,,,- None -,,- None -,- None -,13872,g,.014775384,284,Admin Portal,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Oat Beverage No Added Sugar 12x1L,AV87AO,13.20,.0000213,.0000232,.0000299,21.3,23.2,29.9,360,65,,5,13,- None -,Drinks,Plant Based Beverages,12,Retail,8003180047027,Yes,Yes,No,0,0,,,65,,
Winter Stock Procedure,3.5,ORAAV87CF-CA,7058,OraSi Oat Beverage Sugar Free 12x1L,OraSi,Active,0,0,0,0,0,,114,114,114,114,114,114,0,,,,,- None -,65,- None -,- None -,13872,g,.014775384,114,Admin Portal,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Oat Beverage Sugar Free 12x1L,AV87CF,13.20,.0000213,.0000232,.0000299,21.3,23.2,29.9,360,65,,5,13,- None -,Drinks,Plant Based Beverages,12,Retail,8003180048123,Yes,Yes,No,0,0,,,65,,
Winter Stock Procedure,3.5,ORAAV80EO-CA,7054,OraSi Soy Beverage 12x1L,OraSi,Active,0,0,0,0,0,,186,186,186,186,186,186,0,,,,,- None -,,- None -,- None -,13872,g,.014775384,186,Admin Portal,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Soy Beverage 12x1L,AV80EO,13.20,.0000213,.0000232,.0000299,21.3,23.2,29.9,420,65,,5,13,- None -,Drinks,Plant Based Beverages,12,Retail,8003180046983,Yes,Yes,No,0,0,,,65,,
Winter Stock Procedure,3.5,ORAAV84AJ-CA,7061,OraSi Hazelnut Beverage 12x1L,OraSi,Active,0,0,0,0,0,,91,91,91,91,91,91,0,,,,,- None -,,- None -,- None -,13872,g,.014775384,91,Admin Portal,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Hazelnut Beverage 12x1L,AV84AJ,13.20,.0000213,.0000232,.0000299,21.3,23.2,29.9,360,65,,5,13,- None -,Drinks,Plant Based Beverages,12,Retail,8003180047041,Yes,Yes,No,0,0,,,65,,
Winter Stock Procedure,3.5,ORAAV88JK-CA,7065,OraSi Barista Hazelnut Beverage 12x1L,OraSi,Active,0,0,0,0,0,,169,169,169,169,169,169,0,,,,,- None -,65,- None -,- None -,13872,g,.014775384,163,Admin Portal,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Barista Hazelnut Beverage 12x1L,AV88JK,16.20,.0000213,.0000232,.0000299,21.3,23.2,29.9,360,65,,5,13,- None -,Drinks,Plant Based Beverages,12,Retail,8003180047850,Yes,Yes,No,0,0,6,,65,,
Winter Stock Procedure,3.5,ORAAV83CK-CA,7060,OraSi Almond Beverage Sugar Free 12x1L,OraSi,Active,0,0,0,0,0,,395,395,395,395,395,395,0,,,,,- None -,,- None -,- None -,13872,g,.014775384,395,Admin Portal,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Almond Beverage Sugar Free 12x1L,AV83CK,13.20,.0000213,.0000232,.0000299,21.3,23.2,29.9,420,65,,5,13,- None -,Drinks,Plant Based Beverages,12,Retail,8003180047003,Yes,Yes,No,0,0,,,65,,
Winter Stock Procedure,3.5,ORAAV88IW-CA,7066,OraSi Barista Oat Beverage 12x1L,OraSi,Active,0,0,0,0,0,,59,59,59,59,59,59,0,,,,,- None -,260,- None -,- None -,13872,g,.014775384,47,Admin Portal,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Barista Oat Beverage 12x1L,AV88IW,15.00,.0000213,.0000232,.0000299,21.3,23.2,29.9,360,65,,5,13,- None -,Drinks,Plant Based Beverages,12,Retail,8003180047799,Yes,Yes,No,0,0,12,,65,,
Winter Stock Procedure,3.5,ORAAV88FV-CA,7063,OraSi Barista Almond Beverage 12x1L,OraSi,Active,0,0,0,0,0,,153,153,153,153,153,153,0,,,,,- None -,88,- None -,- None -,13872,g,.014775384,142,Admin Portal,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Barista Almond Beverage 12x1L,AV88FV,15.00,.0000213,.0000232,.0000299,21.3,23.2,29.9,420,65,,5,13,- None -,Drinks,Plant Based Beverages,12,Retail,8003180047812,Yes,Yes,No,0,0,11,,65,,
Winter Stock Procedure,3.5,ORAAV88HT-CA,7064,OraSi Barista Coconut Beverage 12x1L,OraSi,Active,0,0,0,0,0,,98,98,98,98,98,98,0,,,,,- None -,65,- None -,- None -,13872,g,.014775384,94,Admin Portal,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Barista Coconut Beverage 12x1L,AV88HT,16.20,.0000213,.0000232,.0000299,21.3,23.2,29.9,420,65,,5,13,- None -,Drinks,Plant Based Beverages,12,Retail,8003180047836,Yes,Yes,No,0,0,4,,65,,
Winter Stock Procedure,3.5,ORAAV80DJ-CA,7055,OraSi Soy Beverage Sugar Free 12x1L,OraSi,Active,0,0,0,0,0,,84,84,84,84,84,84,0,,,,,- None -,,- None -,- None -,13872,g,.014775384,84,Admin Portal,OraSi,Beverages,12251,Unigrà Unigrà S.p.a.,Livorno,OraSi Soy Beverage Sugar Free 12x1L,AV80DJ,13.20,.0000213,.0000232,.0000299,21.3,23.2,29.9,420,65,,5,13,- None -,Drinks,Plant Based Beverages,12,Retail,8003180048147,Yes,Yes,No,0,0,,,65,,
- None -,3.5,BAKV108189-CA,2196,Venchi Bulk Milk Chocomousse 5Kg,Venchi_Chocolate,Do not Order,0,0,0,0,0,,,,,,,,0,,,,,- None -,,- None -,- None -,5400,g,.021729795,,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Milk Chocomousse Bulk 5Kg,108189,120.23,.0000205,.0000397,.0000267,20.5,39.7,26.7,546,100,48,2,50,- None -,Pantry,Chocolate,,Retail  - Chocolate,- None -,Yes,No,No,0,21,,,1,,
- None -,3.5,BAKV105167-CA,6827,Venchi Bulk Chocoviar Stracciatella 5kg,Venchi_Chocolate,Do not Order,0,0,0,0,0,,9,9,9,9,9,9,0,,,,,- None -,,- None -,- None -,3700,g,.018483927,9,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bulk Chocoviar Stracciatella 5kg,105167,120.23,.0000213,.0000343,.0000253,21.3,34.3,25.3,546,100,54,2,50,- None -,Pantry,Chocolate,1,Retail  - Chocolate,- None -,Yes,No,No,0,54,,,1,,
- None -,3.5,BAKV116651-CA,6767,Venchi Bar Snack Choconougatine 32x35g,Venchi_Chocolate,Active,0,0,0,0,0,,9,9,9,9,9,9,0,,,,,- None -,,- None -,- None -,3200,g,.021729795,8,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bar Snack Choconougatine 32x35g,116651,33.27,.0000205,.0000397,.0000267,20.5,39.7,26.7,546,100,48,2,50,- None -,Pantry,Chocolate,32,Retail  - Chocolate,- None -,No,No,No,0,24,1,,1,,
- None -,3.5,BAKV107295-CA,6918,Venchi Gift Murrine MINI Book TIN  16x115g,Venchi_Chocolate,Active-Venchi,0,0,0,0,0,,24,24,24,24,24,24,0,,48,2/28/2026,,- None -,,- None -,- None -,3200,g,.021729795,,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Gift Murrine MINI Book TIN  16x115g,107274,92.55,.0000205,.0000397,.0000267,20.5,39.7,26.7,546,100,48,2,50,- None -,Pantry,Chocolate,8,Retail  - Chocolate,- None -,Yes,Yes,No,0,15,,,1,,
- None -,3.5,BAKV140146,7302,Venchi Easter Egg Metal Tin 10x77g,Venchi - Easter,Active-Venchi,0,0,0,0,0,,.1,.1,.1,.1,.1,.1,0,,,,,- None -,,- None -,- None -,,- None -,,.1,Admin Portal,Venchi,Seasonal Easter,1571,VENCHI Venchi Spa,Livorno,Venchi Easter Egg Metal Tin 10x77g,141081,105.586,,,,,,,360,,,,,- None -,Seasonal,Chocolate,10,Retail - Seasonal,- None -,Yes,Yes,No,0,,,,1,,
- None -,3.5,BAKV116652-CA,6766,Venchi Bar Snack Chocobiscuit 32x35g,Venchi_Chocolate,Do not Order,0,0,0,0,0,,23,23,23,23,23,23,0,,,,,- None -,,- None -,- None -,3200,g,.021729795,22,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bar Snack Chocobiscuit 32x35g,116652,33.27,.0000205,.0000397,.0000267,20.5,39.7,26.7,546,100,48,2,50,- None -,Pantry,Chocolate,32,Retail  - Chocolate,- None -,Yes,No,No,0,12,1,,1,,
- None -,3.5,BAKV108311-CA,6295,Venchi Bulk Pearl Pistachio 5x1kg,Venchi_Chocolate,Do not Order,0,0,0,0,0,,48,48,48,48,48,48,0,,,,,- None -,,- None -,- None -,3700,g,.018483927,48,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bulk Pearl Pistachio 5x1kg,107204,120.23,.0000213,.0000343,.0000253,21.3,34.3,25.3,546,100,54,2,50,- None -,Pantry,Chocolate,1,Retail  - Chocolate,- None -,Yes,No,No,0,21,,,1,,
- None -,3.5,BAKV140149-CA,7300,Venchi Teresa Rego Spring Gift Box 10x135g,Venchi_Chocolate,Active-Venchi,0,0,0,0,0,,,,,,,,0,,,,,- None -,,- None -,- None -,3700,g,.018483927,,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Teresa Rego Spring Gift Box 10x135g,107272,56.54,.0000213,.0000343,.0000253,21.3,34.3,25.3,546,100,54,2,50,- None -,Pantry,Chocolate,10,Retail  - Chocolate,- None -,Yes,Yes,No,0,75,,,1,,
- None -,3.5,BAKV116350-CA,6938,Venchi Bar Milk Chocolate 24x78g,Venchi_Chocolate,Active-Venchi,0,0,0,0,0,,69,69,69,69,69,69,0,,,,,- None -,,- None -,- None -,2328,g,.0064141,69,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bar Milk Chocolate 24x78g,116350,51.47,.0000187,.0000245,.000014,18.7,24.5,14,546,100,,2,50,- None -,Pantry,Chocolate,24,Retail  - Chocolate,- None -,Yes,Yes,No,0,7,,,1,,
- None -,3.5,BAKV116684-CA,6939,Venchi Bar 69% Dark Crunchy 24x78g,Venchi_Chocolate,Active-Venchi,0,0,0,0,0,,58,58,58,58,58,58,0,,,,,- None -,,- None -,- None -,2121.6,lb,.0064141,58,Admin Portal,Venchi,Chocolate and Candy,1571,VENCHI Venchi Spa,Livorno,Venchi Bar 69% Dark Crunchy 24x78g,116684,58.49,.0000187,.0000245,.000014,18.7,24.5,14,546,100,,2,50,- None -,Pantry,Chocolate,24,Retail  - Chocolate,- None -,Yes,Yes,No,0,4,,,1,,
