Purchase Memo,Recom. Qty,Item Name,Item ID,Display Name,Reorder Vendor Group,Item Status,30 Days,60 Days,90 Days,120 Days,4 Month Average,Availble to Promise,Qty Reserved,On Hand Available (Good),On Hand Deviated,On Hand Inspection,On Hand Label,On Hand Hold,On Hand Total (Good + Deviated),On Hand Total (Months),In Transit,Next Arrival Qty,Next Arrival Date,On Hand Total + In Transit,On Hand Total + Transit (Months),On Order (TO SHIP),Total Stock,Total Stock [Months],Item Weight,Item Weight Units,Maximum of Item Cubic Space,Total Available ,Admin Portal,Brand,Product Category,Vendor ID,Preferred Vendor,P.O.L,Item Description,Vendor Item #,Minimum of Vendor Price,Item Height1,Item Width1,Item Depth1,Item Height,Item Width,Item Depth,Item Shelf,Pallet QTY - NA,Pallet QTY - Euro,HI,TI,Planner ,Department,Product Sub Category,Item - Inner Qty,Product Type,UPC Code,Available for Sale,Available for purchase,LCL Listed,4-Month Qty Sold (LCL),4-Month Total Quantity Sold,Previous Year QTY Sold,Qty Committed,Qty Committed Reserved,Qty Back Ordered,Preferred Vendor Min Qty,Minimum Monthly Qty,Minimum Stock
DEVIATION LABELING AND REPACKING,3.5,OCOSPRGAR-CA,6555,Colavita SPRAY EV Olive Oil GARLIC 6x148ml,Colavita Italy_Oil,Label,0,0,0,0,0,,,47,47,47,47,47,47,0,,,,,- None -,,- None -,- None -,1270,g,.0038502,47,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Spray EV Olive Oil Garlic 6x148ml,CLAGLSR148C6CAN ,12.60,.000023,.0000155,.0000108,23,15.5,10.8,365,240,,4,60,- None -,Pantry,Infused Oils,6,Retail,10039153430089,Yes,Yes,No,- None -,0,139,,,,1,,
- None -,3.5,OCOXV.5-6pk-CA,6482,Colavita Extra Virgin Olive Oil 6x500ml (Timeless),Colavita Italy_Oil,Active,0,0,0,0,0,,,3933,3933,3933,3933,3933,3933,0,,,,,- None -,,- None -,- None -,5050,g,.009183232,3929,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Extra Virgin Olive Oil 6x500ml (Timeless),CLEXEUCTM500C6CAN,21.30,.0000256,.0000236,.0000152,25.6,23.6,15.2,546,180,180,6,30,- None -,Pantry,Olive Oils,6,Retail,18001876120020,Yes,Yes,Yes,- None -,0,5583,4,,,1365,,
- None -,3.5,OCOXVBAS-CA,1168,Colavita EV Olive Oil Basil 6x250ml (Timeless),Colavita Italy_Oil,Active,0,0,0,0,0,80,80,148,148,148,148,148,148,0,,,,,- None -,,- None -,- None -,3090,g,.006573696,148,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita EV Olive Oil Basil 6x250ml (Timeless),CLBASTM250C6CAN,13.20,.0000204,.0000212,.0000152,20.4,21.2,15.2,730,238,,7,34,- None -,Pantry,Infused Oils,6,Retail,10039153100265,Yes,Yes,Yes,- None -,0,299,,80,,200,,
- None -,3.5,OCOXVGRE01-CA,1174,Colavita EV Olive Oil GREEK 6x750ml (Timeless),Colavita Italy_Oil,Active,0,0,0,0,0,34,34,58,58,58,58,58,58,0,980,140,4/23/2026,,- None -,980,- None -,- None -,7380,g,.013462176,58,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita EV Olive Oil Greek 6x750ml (Timeless),CLEXGTM750C6CAN,33.60,.0000268,.0000276,.0000182,26.8,27.6,18.2,546,140,120,7,20,- None -,Pantry,Olive Oils,6,Retail,10039153100869,Yes,Yes,Yes,- None -,0,5344,,34,2,700,,
- None -,3.5,OOIL011-CA,7117,O California Premium EVOO  (Plastic Squeeze Bottle) 6x500ml,Colavita USA_Oil,Active,0,0,0,0,0,,,21,21,21,21,21,21,0,,,,,- None -,,- None -,- None -,3130,g,.007960702897,21,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O California Premium EVOO  (Plastic Squeeze Bottle) 6x500ml,CA011CAN,43.86,.00002261,.00001549,.00002273,22.61,15.49,22.73,547,224,,7,32,- None -,Pantry,Infused Oils,6,Retail,30634039000925,Yes,Yes,No,- None -,0,0,,,,129,,
- None -,3.5,VIPW.5LT-CA,7319,Colavita Wine Vinegar Prosecco 2x5L,Colavita USA_Vinegar,Active,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,10659,g,.0184698598344,,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,Colavita Wine Vinegar Prosecco 2x5L,V62,28.57,.00003302,.000017272,.000032385,33.02,17.272,32.385,,105,,5,21,- None -,Pantry,Specialty Vinegars,2,Retail,10039153413693,Yes,Yes,No,- None -,0,,,,20,,,
- None -,3.5,OOIL105-CA,6797,O Pomegranate Champagne Vinegar 6x300ml,Colavita USA_Vinegar,Active,0,0,0,0,0,,,120,120,120,120,120,120,0,,,,,- None -,,- None -,- None -,3770,g,.005628928,120,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Pomegranate Champagne Vinegar 6x300ml,CA105CAN,22.56,.0000239,.0000184,.0000128,23.9,18.4,12.8,1821,250,,5,50,- None -,Pantry,Specialty Vinegars,6,Retail,40634039350478,Yes,Yes,Yes,- None -,0,301,,,,129,,
- None -,3.5,OOIL121-CA,6799,O California Fig Balsamic Vinegar 6x300ml,Colavita USA_Vinegar,Active,0,0,0,0,0,,,808,808,808,808,808,808,0,,,,,- None -,,- None -,- None -,3930,g,.005628928,808,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O California Fig Balsamic Vinegar 6x300ml,CA121CAN,22.56,.0000239,.0000184,.0000128,23.9,18.4,12.8,1821,250,,5,50,- None -,Pantry,Balsamic Vinegar,6,Retail,40634039350218,Yes,Yes,Yes,- None -,0,386,,,,129,,
- None -,3.5,VIBGLAZEV332-CA,7132,Colavita Balsamic Glaze 2x32oz,Colavita USA_Vinegar,Active,0,0,0,0,0,,,66,66,66,66,66,66,0,,,,,- None -,,- None -,- None -,2494,g,.003582219928,66,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,Colavita Balsamic Glaze 2x32oz,V33/2,10.00,.00002731,.00000826,.00001588,27.31,8.26,15.88,1821,370,,5,74,- None -,Pantry,Specialty Vinegars,2,Retail,- None -,Yes,Yes,No,- None -,0,0,,,,1,,
- None -,3.5,OOIL119-CA,6798,O California White Balsamic Vinegar 6x300ml,Colavita USA_Vinegar,Active,0,0,0,0,0,,,206,206,206,206,206,206,0,,,,,- None -,,- None -,- None -,3860,g,.005628928,206,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O California White Balsamic Vinegar 6x300ml,CA119CAN,22.56,.0000239,.0000184,.0000128,23.9,18.4,12.8,1821,250,,5,50,- None -,Pantry,Balsamic Vinegar,6,Retail,40634039350188,Yes,Yes,No,- None -,0,564,,,,129,,
- None -,3.5,OOIL101-CA,6795,O Champagne Vinegar 6x300ml,Colavita USA_Vinegar,Active,0,0,0,0,0,,,446,446,446,446,446,446,0,,,,,- None -,,- None -,- None -,3710,g,.005628928,420,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Champagne Vinegar 6x300ml,CA101CAN,22.56,.0000239,.0000184,.0000128,23.9,18.4,12.8,1821,250,,5,50,- None -,Pantry,Specialty Vinegars,6,Retail,40634039350089,Yes,Yes,Yes,- None -,0,1847,26,,,129,,
- None -,3.5,OOIL102-CA,6796,O Citrus Champagne Vinegar 6x300ml,Colavita USA_Vinegar,Active,0,0,0,0,0,,,174,174,174,174,174,174,0,,,,,- None -,,- None -,- None -,3700,g,.005628928,174,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Citrus Champagne Vinegar 6x300ml,CA102CAN,23.97,.0000239,.0000184,.0000128,23.9,18.4,12.8,1821,250,,5,50,- None -,Pantry,Specialty Vinegars,6,Retail,40634039350119,Yes,Yes,Yes,- None -,0,353,,,,129,,
- None -,3.5,OOIL104-CA,6804,O Orange Blossom Champagne Vinegar 6x300ml,Colavita USA_Vinegar,Active,0,0,0,0,0,,,216,216,216,216,216,216,0,,,,,- None -,,- None -,- None -,3850,g,.005928,216,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Orange Blossom Champagne Vinegar 6x300ml,CA104CAN,22.56,.000024,.000013,.000019,24,13,19,1821,250,,5,50,- None -,Pantry,Specialty Vinegars,6,Retail,40634039350638,Yes,Yes,No,- None -,0,49,,,,129,,
- None -,3.5,FPCOL16-CA,1157,Colavita Hazelnut Whole Roasted 8x4.4lb,Colavita USA_Hazelnuts,Active - PL,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,16780,g,.045758592,,Admin Portal,Colavita,Condiments and Toppings,1644,COLUSA Colavita USA,USA,Colavita Hazelnut Whole Roasted 8x4.4lb,FSAHW,247.44,.0000314,.0000276,.0000528,31.4,27.6,52.8,730,100,,2,50,- None -,Pantry,Pickles and Antipasto,8,Retail,- None -,Yes,Yes,No,- None -,0,21,,,,1,,
- None -,3.5,OOIL051-CA,6792,O Meyer Lemon Crushed Olive Oil 6x250ml,Colavita USA_Oil,Active,0,0,0,0,0,,,161,161,161,161,161,161,0,,,,,- None -,,- None -,- None -,2980,g,.00446208,,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Meyer Lemon Crushed Olive Oil 6x250ml,CA051CAN,43.86,.000024,.0000166,.0000112,24,16.6,11.2,730,252,,4,63,- None -,Pantry,Infused Oils,6,Retail,40634039050019,Yes,Yes,Yes,- None -,0,50,32,,97,129,,
- None -,3.5,OOIL111-CA,6801,O Cabernet Wine Vinegar 6x300ml,Colavita USA_Vinegar,Active,0,0,0,0,0,,,185,185,185,185,185,185,0,,,,,- None -,,- None -,- None -,3770,g,.005628928,185,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Cabernet Wine Vinegar 6x300ml,CA111CAN,22.56,.0000239,.0000184,.0000128,23.9,18.4,12.8,1821,250,,5,50,- None -,Pantry,Specialty Vinegars,6,Retail,40634039350126,Yes,Yes,No,- None -,0,60,,,,129,,
- None -,3.5,OOIL117-CA,6803,O Yuzu Rice Vinegar 6x300ml,Colavita USA_Vinegar,Active,0,0,0,0,0,,,187,187,187,187,187,187,0,,,,,- None -,250,- None -,- None -,3710,g,.005628928,162,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Yuzu Rice Vinegar 6x300ml,CA117CAN,22.56,.0000239,.0000184,.0000128,23.9,18.4,12.8,1821,250,,5,50,- None -,Pantry,Specialty Vinegars,6,Retail,40634039350140,Yes,Yes,Yes,- None -,0,1696,25,,,129,,
- None -,3.5,OOIL113-CA,6802,O Sherry Wine Vinegar 6x300ml,Colavita USA_Vinegar,Active,0,0,0,0,0,,,41,41,41,41,41,41,0,,,,,- None -,,- None -,- None -,3770,g,.005628928,41,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Sherry Wine Vinegar 6x300ml,CA113CAN,22.56,.0000239,.0000184,.0000128,23.9,18.4,12.8,1821,250,,5,50,- None -,Pantry,Specialty Vinegars,6,Retail,40634039350058,Yes,Yes,No,- None -,0,182,,,,129,,
- None -,3.5,OCOXVCAL-CA,1169,Colavita EV Olive Oil California 6x750ml (Timeless),Colavita USA_Oil,Active,0,0,0,0,0,,,325,325,325,325,325,325,0,,,,,- None -,,- None -,- None -,7360,g,.0135135,325,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,Colavita EV Olive Oil California 6x750ml (Timeless),L88,39.60,.000027,.0000275,.0000182,27,27.5,18.2,546,120,120,6,20,- None -,Pantry,Olive Oils,6,Retail,10039153100883,Yes,Yes,Yes,- None -,0,715,,,,1,,
- None -,3.5,OCOXV.10CAN-CA,1059,Colavita Oil Canola (80) / EV Olive (20) 1x10L (Bag in Box),Colavita USA_Oil,Active,0,0,0,0,0,,,584,584,584,584,584,584,0,,,,,- None -,320,- None -,- None -,8982,g,.012616128,584,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,- None -,L58BB,26.00,.0000168,.0000252,.0000298,16.8,25.2,29.8,546,64,,4,16,- None -,Pantry,Vegetable Oils,,Retail,039153431881,Yes,Yes,Yes,- None -,0,1553,,,,129,,
- None -,3.5,OOIL052-CA,6793,O Blood Orange Crushed Olive Oil 6x250ml,Colavita USA_Oil,Active,0,0,0,0,0,,,165,165,165,165,165,165,0,,,,,- None -,,- None -,- None -,2980,g,.00446208,,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Blood Orange Crushed Olive Oil 6x250ml,CA052CAN,43.89,.000024,.0000166,.0000112,24,16.6,11.2,730,252,,4,63,- None -,Pantry,Infused Oils,6,Retail,40634039050026,Yes,Yes,Yes,- None -,0,67,36,,93,129,,
Do Not Reorder - Sell through/Make Inactive,3.5,VIBAGLAZEV72-CA,6885,Colavita Balsamic Glaze 6x250ml (Plastic),Colavita_Vinegar,Do not Order,0,0,0,0,0,,,36,36,36,36,36,36,0,,,,,- None -,,- None -,- None -,2040,g,.003432,34,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,Colavita Balsamic Glaze 6x250ml (Plastic),V33/6,10.27,.0000195,.000011,.000016,19.5,11,16,,126,,7,18,- None -,Pantry,Balsamic Vinegar,6,Retail,10039153413976,Yes,No,No,- None -,0,,2,,,,,
Do Not Reorder - Sell through/Make Inactive,3.5,VIBAV24-CA,4200,Colavita Balsamic Aged Vinegar IGP 6x250ml,Colavita_Vinegar,Do not Order,0,0,0,0,0,,,54,54,54,54,54,54,0,,,,,- None -,,- None -,- None -,,- None -,,54,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,Colavita Balsamic Aged Vinegar IGP 6x250ml,V24,26.79,,,,,,,1821,126,,7,18,- None -,Pantry,Balsamic Vinegar,6,Retail,10391534133751,Yes,No,No,- None -,0,,,,,1,,
- None -,3.5,OOIL053-CA,6794,O Roasted Garlic Crushed Olive Oil 6x250ml,Colavita USA_Oil,Active,0,0,0,0,0,,,36,36,36,36,36,36,0,,,,,- None -,,- None -,- None -,3010,g,.004731,36,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Roasted Garlic Crushed Olive Oil 6x250ml,CA053CAN,43.89,.000025,.0000166,.0000114,25,16.6,11.4,730,252,,4,63,- None -,Pantry,Infused Oils,6,Retail,40634039050163,Yes,Yes,Yes,- None -,0,67,,,,129,,
- None -,3.5,OOIL122-CA,6800,O California Balsamic Vinegar 6x300ml,Colavita USA_Vinegar,Active,0,0,0,0,0,,,306,306,306,306,306,306,0,,,,,- None -,,- None -,- None -,3880,g,.005628928,306,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O California Balsamic Vinegar 6x300ml,CA122CAN,22.56,.0000239,.0000184,.0000128,23.9,18.4,12.8,1821,250,,5,50,- None -,Pantry,Balsamic Vinegar,6,Retail,40634039350133,Yes,Yes,No,- None -,0,17,,,,129,,
- None -,3.5,FPCOL15-CA,1156,Colavita Hazelnut Chopped Roasted 8x4.4lb,Colavita USA_Hazelnuts,Active - PL,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,16330,g,.045758592,,Admin Portal,Colavita,Condiments and Toppings,1644,COLUSA Colavita USA,USA,Colavita Hazelnut Chopped Roasted 8x4.4lb,FSAHN,220.48,.0000314,.0000276,.0000528,31.4,27.6,52.8,730,100,,2,50,- None -,Pantry,Pickles and Antipasto,8,Retail,- None -,Yes,Yes,No,- None -,0,21,,,,1,,
- None -,3.5,SARM500-8PK-CA,6806,R.M. Passata 8x500ml (Tetra),Casalasco_Tomato Sauce,Active,0,0,0,0,0,,,161,161,161,161,161,161,0,,,,,- None -,57,- None -,- None -,4380,g,.0044548,161,Admin Portal,Regina Molisana,Canned and Jarred,688,CONSERVE ITALIA Conserve Italia,Livorno,R.M. Passata 8x500ml (Tetra),20053382,4.152,.000014,.0000172,.0000185,14,17.2,18.5,730,210,,7,30,- None -,Pantry,Pasta and Pasta Sauce,8,Retail,40779921800782,Yes,Yes,Yes,- None -,0,4655,,,57,4166,,
Do Not Reorder - Sell through/Make Inactive,3.5,SACIR41540-CA,3376,Cirio Arrabbiata Spicy Pasta Sauce 12x400ml,Conserve Italia - Cirio,Do not Order,0,0,0,0,0,,,181,181,181,181,181,181,0,,,,,- None -,,- None -,- None -,8010,g,.01027402,180,Admin Portal,Cirio,Canned and Jarred,688,CONSERVE ITALIA Conserve Italia,Livorno,Cirio Arrabbiata Spicy Pasta Sauce 12x400ml,41540,9.96,.0000146,.000031,.0000227,14.6,31,22.7,1095,120,,8,15,- None -,Pantry,Pasta and Pasta Sauce,12,Retail,00822356000578,Yes,No,No,- None -,0,476,1,,,200,,
Do Not Reorder - Sell through/Make Inactive,3.5,SACIR41541-CA,3377,Cirio Basilico Pasta Sauce With Basil 12x400ml,Conserve Italia - Cirio,Do not Order,0,0,0,0,0,,,538,538,538,538,538,538,0,,,,,- None -,,- None -,- None -,7930,g,.01027402,536,Admin Portal,Cirio,Canned and Jarred,688,CONSERVE ITALIA Conserve Italia,Livorno,Cirio Basilico Pasta Sauce With Basil 12x400ml,41541,9.96,.0000146,.000031,.0000227,14.6,31,22.7,1095,160,,8,20,- None -,Pantry,Pasta and Pasta Sauce,12,Retail,00822356000585,Yes,No,No,- None -,0,1197,2,,,270,,
Do Not Reorder - Sell through/Make Inactive,3.5,SACIR38338-CA,3385,Cirio Cuor Di Pelato 2x5Kg,Conserve Italia - Cirio,Do not Order,0,0,0,0,0,,,92,92,92,92,92,92,0,,,,,- None -,,- None -,- None -,10670,g,.016408672,92,Admin Portal,Cirio,Canned and Jarred,688,CONSERVE ITALIA Conserve Italia,Livorno,Cirio Cuor Di Pelato 2x5Kg,38338,11.80,.0000278,.0000272,.0000217,27.8,27.2,21.7,1095,90,,5,18,- None -,Food Service,Tomatoes and Paste,2,Retail,08001440312991,Yes,No,No,- None -,0,554,,,,160,,
Do Not Reorder - Sell through/Make Inactive,3.5,SACIR41542-CA,3388,Cirio Napoletana Original Pasta Sauce 12x400ml,Conserve Italia - Cirio,Do not Order,0,0,0,0,0,,,116,116,116,116,116,116,0,,,,,- None -,,- None -,- None -,7970,g,.01027402,115,Admin Portal,Cirio,Canned and Jarred,688,CONSERVE ITALIA Conserve Italia,Livorno,Cirio Napoletana Original Pasta Sauce 12x400ml,41542,9.96,.0000146,.000031,.0000227,14.6,31,22.7,1095,135,,9,15,- None -,Pantry,Pasta and Pasta Sauce,12,Retail,00822356000592,Yes,No,No,- None -,0,399,1,,,140,,
Do Not Reorder - Sell through/Make Inactive,3.5,SACIR41548-CA,3390,Cirio Pelati Whole Peeled Plum Tomatoes 12x796ml(Tin),Conserve Italia - Cirio,Do not Order,0,0,0,0,0,,,30,30,30,30,30,30,0,,,,,- None -,,- None -,- None -,11000,g,.01488095,30,Admin Portal,Cirio,Canned and Jarred,688,CONSERVE ITALIA Conserve Italia,Livorno,Cirio Pelati Whole Peeled Plum Tomatoes 12x796ml(Tin),41548,11.52,.0000119,.000041,.0000305,11.9,41,30.5,,88,,11,8,- None -,Pantry,Tomatoes and Paste,12,Retail,00822356000752,Yes,No,No,- None -,0,534,,,,160,,
- None -,3.5,BEDOR05-CA,3887,Vita Sana Nectars Pear 24x125ml (4x6Pack),Conserve Italia_Nectars,Active,0,0,0,0,0,,,4252,4252,4252,4252,4252,4252,0,,,,,- None -,,- None -,- None -,5580,g,.0072761,4231,Admin Portal,Vita Sana,Juice,12366,Conserve Italia USA Conserve Italia USA Corporation,Livorno,Vita Sana Nectars Pear 24x125ml (4x6Pack),41879,4.272,.000013,.000029,.0000193,13,29,19.3,1095,200,160,10,20,- None -,Drinks,Nectars,4,Retail,10779921901303,Yes,Yes,Yes,- None -,0,6908,21,,,1410,,
Do Not Reorder - Sell through/Make Inactive,3.5,SACIR31916-CA,3398,Cirio Rustica Passata 12x680ml,Conserve Italia - Cirio,Do not Order,0,0,0,0,0,100,100,100,100,100,100,100,100,0,,,,,- None -,,- None -,- None -,12540,g,.01693692,100,Admin Portal,Cirio,Canned and Jarred,12366,Conserve Italia USA Conserve Italia USA Corporation,Livorno,Cirio Rustica Passata 12x680ml,31916,10.68,.0000231,.0000312,.0000235,23.1,31.2,23.5,,90,,6,15,- None -,Pantry,Pasta and Pasta Sauce,12,Retail,00822356000745,Yes,No,Yes,- None -,0,2549,,100,,400,,
- None -,3.5,BEDOR01-CA,3886,Vita Sana Nectars Peach 12x680ml,Conserve Italia_Nectars,Active,0,0,0,0,0,,,1167,1167,1167,1167,1167,1167,0,,,,,- None -,,- None -,- None -,12390,g,.0163889,1163,Admin Portal,Vita Sana,Juice,12366,Conserve Italia USA Conserve Italia USA Corporation,Livorno,Vita Sana Nectars Peach 12x680ml,47656,7.488,.000022,.0000317,.0000235,22,31.7,23.5,1095,90,72,6,15,- None -,Drinks,Nectars,12,Retail,10779921901105,Yes,Yes,Yes,- None -,0,2496,4,,,400,,
- None -,3.5,BEDOR02-CA,3888,Vita Sana Nectars Pear 12x680ml,Conserve Italia_Nectars,Active,0,0,0,0,0,,,3909,3909,3909,3909,3909,3909,0,,,,,- None -,,- None -,- None -,12480,g,.0163889,3905,Admin Portal,Vita Sana,Juice,12366,Conserve Italia USA Conserve Italia USA Corporation,Livorno,Vita Sana Nectars Pear 12x680ml,0190 047659,7.488,.000022,.0000317,.0000235,22,31.7,23.5,1095,90,72,6,15,- None -,Drinks,Nectars,12,Retail,10779921901006,Yes,Yes,Yes,- None -,0,4694,4,,,890,,
Do Not Reorder - Sell through/Make Inactive,3.5,SACIR39788-CA,3389,Cirio Passata Strained Tomatoes 12x680ml,Conserve Italia - Cirio,Do not Order,0,0,0,0,0,89,89,89,89,89,89,89,89,0,,,,,- None -,,- None -,- None -,12550,g,.016640008,89,Admin Portal,Cirio,Canned and Jarred,12366,Conserve Italia USA Conserve Italia USA Corporation,Livorno,Cirio Passata Strained Tomatoes 12x680ml,39788,9.56,.0000238,.0000308,.0000227,23.8,30.8,22.7,,90,,6,15,- None -,Pantry,Pasta and Pasta Sauce,12,Retail,00822356000738,Yes,No,Yes,- None -,0,1505,,89,,310,,
- None -,3.5,BEDOR04-CA,3885,Vita Sana Nectars Peach 24x125ml (4x6Pack),Conserve Italia_Nectars,Active,0,0,0,0,0,,,5144,5144,5144,5144,5144,5144,0,,,,,- None -,,- None -,- None -,5630,g,.0072761,5141,Admin Portal,Vita Sana,Juice,12366,Conserve Italia USA Conserve Italia USA Corporation,Livorno,Vita Sana Nectars Peach 24x125ml (4x6Pack),41880,4.272,.000013,.000029,.0000193,13,29,19.3,1095,200,160,10,20,- None -,Drinks,Nectars,4,Retail,10779921901402,Yes,Yes,Yes,- None -,0,4729,3,,,1020,,
- None -,3.5,BEDOR03-CA,3883,Vita Sana Nectars Apricot 12x680ml,Conserve Italia_Nectars,Active,0,0,0,0,0,,,510,510,510,510,510,510,0,,,,,- None -,,- None -,- None -,12400,g,.0163889,510,Admin Portal,Vita Sana,Juice,12366,Conserve Italia USA Conserve Italia USA Corporation,Livorno,Vita Sana Nectars Apricot 12x680ml,47658,8.34,.000022,.0000317,.0000235,22,31.7,23.5,1095,90,72,6,15,- None -,Drinks,Nectars,12,Retail,10779921901204,Yes,Yes,Yes,- None -,0,1059,,,,250,,
- None -,3.5,SARM720-BAS-CA,3692,R.M. Pomodoro and Basilico 12x680ml,Conserve Italia_Tomato Sauce,Active,0,0,0,0,0,,,4117,4117,4117,4117,4117,4117,0,,,,,- None -,,- None -,- None -,12830,g,.01618832,4109,Admin Portal,Regina Molisana,Canned and Jarred,12366,Conserve Italia USA Conserve Italia USA Corporation,Livorno,R.M. Pomodoro & Basilico 12x680ml,44546,17.68,.0000166,.0000368,.0000265,16.6,36.8,26.5,1095,90,77,9,10,- None -,Pantry,Pasta and Pasta Sauce,12,Retail,10779921800705,Yes,Yes,Yes,- None -,0,5413,8,,,1280,,
- None -,3.5,SARM720-MAR-CA,3670,R.M. Marinara Sauce 12x680ml,Conserve Italia_Tomato Sauce,Active,0,0,0,0,0,,,5146,5146,5146,5146,5146,5146,0,,,,,- None -,,- None -,- None -,12710,g,.01618832,4971,Admin Portal,Regina Molisana,Canned and Jarred,12366,Conserve Italia USA Conserve Italia USA Corporation,Livorno,R.M. Marinara Sauce 12x680ml,44549,17.68,.0000166,.0000368,.0000265,16.6,36.8,26.5,1095,90,77,9,10,- None -,Pantry,Pasta and Pasta Sauce,12,Retail,10779921800200,Yes,Yes,Yes,- None -,0,5892,175,,94,1330,,
Do Not Reorder - Sell through/Make Inactive,3.5,SACIR41348-CA,3384,Cirio Crushed Cuor Pomodoro 2x5Kg,Conserve Italia - Cirio,Do not Order,0,0,0,0,0,,,1448,1448,1448,1448,1448,1448,0,,,,,- None -,,- None -,- None -,10610,g,.016408672,1446,Admin Portal,Cirio,Canned and Jarred,12366,Conserve Italia USA Conserve Italia USA Corporation,Livorno,Cirio Crushed Cuor Pomodoro 2x5Kg,41348,10.80,.0000278,.0000272,.0000217,27.8,27.2,21.7,1095,90,,5,18,- None -,Food Service,Tomatoes and Paste,2,Retail,08001440310423,Yes,No,Yes,- None -,0,4464,2,,,590,,
- None -,3.5,BAKGIOIA18-CA,3491,Gioia Safari Cookies 12x250g,Crich,Active,0,0,0,0,0,,,1188,1188,1188,1188,1188,1188,0,,,,,- None -,,- None -,- None -,2940,g,.025259382,1175,Admin Portal,Gioia,"Crackers, Cookies, Snacks",705,CRICH Crich - Bonta Quotidiane,Livorno,Gioia Safari Cookies 12x250g,7301,7.32,.0000222,.0000391,.0000291,22.2,39.1,29.1,365,70,,7,10,- None -,Pantry,Cookies,12,Retail,10779921100713,Yes,Yes,Yes,- None -,0,1445,13,,,600,,
- None -,3.5,BAKGIOIA03-CA,3487,Gioia Petite Beurre 12x500g,Crich,Active,0,0,0,0,0,,,1120,1120,1120,1120,1120,1120,0,1200,,,,- None -,1200,- None -,- None -,6800,g,.031760932,1097,Admin Portal,Gioia,"Crackers, Cookies, Snacks",705,CRICH Crich - Bonta Quotidiane,Livorno,Gioia Petite Beurre 12x500g,7300,10.92,.0000227,.0000526,.0000266,22.7,52.6,26.6,486,56,,7,8,- None -,Pantry,Cookies,12,Retail,10779921100706,Yes,Yes,Yes,- None -,0,4467,23,,,1200,,
- None -,3.5,VDODI07A-CA,3865,Vita Sana Balsamic Vinegar of Modena IGP 6x250ml,Denigris,Active,0,0,0,0,0,,,633,633,633,633,633,633,0,,,,,- None -,,- None -,- None -,4340,g,.00581256,629,Admin Portal,Vita Sana,"Oil, Vinegars and Cooking Wine",741,DENIGR Denigris,Salerno,Vita Sana Balsamic Vinegar of Modena IGP 6x250ml,ARTMOLISANA16,23.34,.0000195,.0000207,.0000144,19.5,20.7,14.4,1825,234,,6,39,- None -,Pantry,Balsamic Vinegar,6,Retail,10779921363316,Yes,Yes,Yes,- None -,0,246,4,,,936,,
