Item Name,Item ID,Display Name,Case UPC Code,Pallet Qty,Reorder Vendor Group,Critical Stock Restriction,Warning (< 2 Months),Recommened Restriction Quantity ,Maximum of Committed,Sum of On Hold,Sum of Reserved,Sum of On Hand Available (Good) ,Sum of On Hand Total (Good + Deviated),In Transit,Sum of On Hand Total + In Transit,On Order (TO SHIP),Total Stock,Next Arrival Qty,Next Arrival Date,Days Till Next Arrival,Months Till Next Arrival,On Hand Total (Months),On Hand Total + Transit (Months),Total Stock [Months],30 Days,60 Days,90 Days,120 Days,4 Month Average
SACIR38338-CA,3385,Cirio Cuor Di Pelato 2x5Kg,- None -,90,Conserve Italia - Cirio,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SACIR39788-CA,3389,Cirio Passata Strained Tomatoes 12x680ml,822356000615,90,Conserve Italia - Cirio,- None -,- None -,- None -,100,,,,,,,90,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SACIR41348-CA,3384,Cirio Crushed Cuor Pomodoro 2x5Kg,- None -,90,Conserve Italia - Cirio,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SACIR41540-CA,3376,Cirio Arrabbiata Spicy Pasta Sauce 12x400ml,822356000547,120,Conserve Italia - Cirio,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SACIR41541-CA,3377,Cirio Basilico Pasta Sauce With Basil 12x400ml,822356000554,160,Conserve Italia - Cirio,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SACIR41542-CA,3388,Cirio Napoletana Original Pasta Sauce 12x400ml,822356000561,135,Conserve Italia - Cirio,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SACIR41548-CA,3390,Cirio Pelati Whole Peeled Plum Tomatoes 12x796ml(Tin),822356000196,88,Conserve Italia - Cirio,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SACOLPASS-CA,7201,Colavita Passata 6x680ml,- None -,174,Colavita Italy_Other,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SADRALF482-CA,7181,David Rocco Alfredo Sauce 6x482ml,- None -,210,La Doria,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SADRARR650-CA,6408,David Rocco Arrabbiata Pasta Sauce 6x650ml,779921800944,160,La Doria,- None -,- None -,- None -,2,,,,,,,1440,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SADRPEST185-CA,7184,David Rocco Green Pesto Genovese 6x185g,- None -,468,Nord Salse,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SADRPUT650-CA,6412,David Rocco Puttanesca Pasta Sauce 6x650ml,779921800975,160,La Doria,- None -,- None -,- None -,1,,,,,,,460,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SADRRIC650-CA,6410,David Rocco Ricotta Pasta Sauce 6x650ml,779921800968,160,La Doria,- None -,- None -,- None -,1,,,,,,,1260,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SADRTAB650-CA,6406,David Rocco Tomato and Basil Pasta Sauce 6x650ml,779921800982,160,La Doria,- None -,- None -,- None -,1,,,,,,,1440,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SAFARM01-CA,6902,Farm Boy San Marzano DOP Tomatoes 12x796ml (28oz),- None -,100,Agriconserve_PL Farm Boy,- None -,- None -,- None -,,,,,,699,,699,- None -,699,3/15/2026,4,.13,0,- None -,- None -,0,0,0,0,0
SALM006-CA,3534,La Molisana Red Pesto 6x190g,8004690950081,165,L.M._Pesto,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SALONGOS01-CA,3548,Longos Curato San Marzano DOP Tomatoes 12x796ml,- None -,100,Agriconserve_PL Longos,- None -,- None -,- None -,,,,,,,,1990,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SAPEST-135-CA,3690,R.M. Pesto (Green) with Basil 12x150g,779921800500,200,Clas Pesto_Green Pesto,- None -,- None -,- None -,2,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SAPEST-135R-CA,3691,R.M. Pesto (Red) with Sundried Tomatoes 12x150g,779921800531,250,Clas Pesto_Green Pesto,- None -,- None -,- None -,9,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SAPO04-CA,3641,Pomi Passata Strained Tomatoes 12x750ml (Tetra),846558000150,105,Casalasco_Tomato Sauce,- None -,- None -,- None -,2,,,,,,,210,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SAPO06-CA,1810,Pomi Polpa Di Pomodoro 1x10Kg,- None -,125,Casalasco_Tomato Sauce,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SARM-100-CA,3667,R.M. Italian Peeled Tomatoes 6x100oz,- None -,64,Agriconserve,- None -,- None -,- None -,,,,,,192,,192,- None -,64,3/12/2026,1,.03,0,- None -,- None -,0,0,0,0,0
SARM-12 DOP-CA,3693,R.M. San Marzano DOP Tomatoes 12x796ml (28oz),- None -,120,Agriconserve,- None -,- None -,- None -,49,,,,,,,770,- None -,699,3/8/2026,-3,-.1,0,- None -,- None -,0,0,0,0,0
SARM-12-CA,3668,R.M. Italian Peeled Tomatoes 12x796ml (28oz),- None -,120,Agriconserve,- None -,- None -,- None -,12,,,,,330,,1210,- None -,220,3/12/2026,1,.03,0,- None -,- None -,0,0,0,0,0
SARM-D24-CA,3654,R.M. Diced Tomatoes 24x398ml (14oz),- None -,96,Agriconserve,- None -,- None -,- None -,35,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SARM425-PZA-CA,7032,R.M. Pizza Sauce 12x380ml,- None -,221,Casalasco_Tomato Sauce,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SARM500-8PK-CA,6806,R.M. Passata 8x500ml (Tetra),779921800784,210,Casalasco_Tomato Sauce,- None -,- None -,- None -,49,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SARM500T-12PK-CA,7187,R.M. Passata 12x500ml (Tetra),- None -,147,Casalasco,- None -,- None -,- None -,,,,,,,,7892,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SARM680.ORG-CA,7183,R.M. Organic Passata 12x680ml,779921800777,96,Agriconserve,- None -,- None -,- None -,,,,,,,,3066,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SARM680.RUS-CA,7182,R.M. Passata Rustica 12x680ml,- None -,96,Agriconserve,- None -,- None -,- None -,,,,,,,,3142,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SARM700.PAS-CA,3689,R.M. Passata Di Pomodori 12x680ml,779921800746,90,La Doria,- None -,- None -,- None -,13,,,,,13680,,101610,- None -,2100,3/15/2026,4,.13,0,- None -,- None -,0,0,0,0,0
SARM720-BAS-CA,3692,R.M. Pomodoro and Basilico 12x680ml,779921800708,90,Conserve Italia_Tomato Sauce,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SARM720-MAR-CA,3670,R.M. Marinara Sauce 12x680ml,779921800203,90,Conserve Italia_Tomato Sauce,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SCOTTI1-CA,3727,Scotti Arborio Superfine Rice 10x1Kg,779921601602,84,Scotti,- None -,- None -,- None -,74,,,,,936,,2952,- None -,936,4/1/2026,21,.7,0,- None -,- None -,0,0,0,0,0
SCOTTI10-CA,4965,Scotti Arborio Rice 12x500g,8001860201516,108,Scotti,- None -,- None -,- None -,40,,,,,252,,252,- None -,126,4/1/2026,21,.7,0,- None -,- None -,0,0,0,0,0
SCOTTI1DISPLAY-EMPTY-FL,1962,Scotti Empty Displayers,- None -,,Scotti,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SCOTTI23-14-CA,7313,Scotti Venere Black Rice 14x500g (Bag),8001860187735,126,Scotti,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SCOTTI23-CA,6193,Scotti Venere Black Rice 12x500g (Box),8001860187735,126,Scotti,- None -,- None -,- None -,4,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SCOTTI2DISPLAY-FL,7318,Scotti Displayer 160x210g Mixed Risotto (Built),- None -,,Bauducco_Marketing,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SCOTTI3-CA,3728,Scotti Long Grain Carnaroli 10x1Kg,779921601619,84,Scotti,- None -,- None -,- None -,14,,,,,,,480,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SCOTTI36-CA,3726,Scotti Arancine Rice 10x1kg,779921601657,84,Scotti,- None -,- None -,- None -,,,,,,,,112,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SCOTTI4-CA,3732,Scotti Porcini Risotto 10x210g,709736350051,136,Scotti,- None -,- None -,- None -,36,,,,,272,,952,- None -,272,4/1/2026,21,.7,0,- None -,- None -,0,0,0,0,0
SCOTTI44-CA,6236,Scotti Venere Express Black Rice 6x230g,8001860187711,196,Scotti,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SCOTTI7-CA,3733,Scotti Tartufi (Truffle) Risotto 10x210g,8001860257131,136,Scotti,- None -,- None -,- None -,1,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
SCOTTI8-CA,3731,Scotti Risotto Formaggio Cremoso 10x210g,8001860257773,136,Scotti,- None -,- None -,- None -,2,,,,,272,,816,- None -,272,4/1/2026,21,.7,0,- None -,- None -,0,0,0,0,0
SCOTTI8A-CA,3734,Scotti Zafferano (Milanese) Risotto 10x210g,8001860257810,136,Scotti,- None -,- None -,- None -,2,,,,,136,,680,- None -,136,4/1/2026,21,.7,0,- None -,- None -,0,0,0,0,0
SRMPASTE-CA,6252,R.M. Tomato Paste 12x140g,779921800913,300,Casalasco_Tomato Paste,- None -,- None -,- None -,9.5,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
TOMDRUM,6425,Polpa Tomatoes Drum 1x215Kg,- None -,4,Casalasco_Tomatos,- None -,- None -,- None -,,,,,,,,580,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VDODI07A-CA,3865,Vita Sana Balsamic Vinegar of Modena IGP 6x250ml,779921363319,234,Denigris,- None -,- None -,- None -,1,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VDODI14-CA,3652,R.M. Balsamic Vinegar of Modena 12x500ml,779921363852,110,Denigris,- None -,- None -,- None -,,,,,,,,440,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VERMKT99106H-OT,5799,Vergnano Black Saucers set of 6x8,- None -,100,Vergnano Marketing,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VERMKT99109H-OT,5808,Caffe Vergnano Cappuccino Black Saucer6x8,- None -,100,Vergnano Marketing,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VERMKT99137-OT,7096,Vergnano Takeaway Lid (Medium 9oz) 10x100Pcs,- None -,100,Vergnano Marketing,- None -,- None -,- None -,,,,,,5,,5,- None -,5,4/1/2026,21,.7,0,- None -,- None -,0,0,0,0,0
VERMKT99138-OT,7097,Vergnano Takeaway Lid (Large 14oz) 10x100Pcs,- None -,100,Vergnano Marketing,- None -,- None -,- None -,,,,,,5,,5,- None -,5,4/1/2026,21,.7,0,- None -,- None -,0,0,0,0,0
VERMKT99170-OT,6030,Vergnano BIC Take Away 1882 (50pcs x 4OZ) x 20,- None -,100,Vergnano Marketing,- None -,- None -,- None -,,,,,,5,,5,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VERMKT99172-OT,6132,Vergnano Lid for Disposable Cup,- None -,100,Vergnano Marketing,- None -,- None -,- None -,,,,,,5,,5,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VERMKT99177-OT,7094,Vergnano Takeaway Cups (Medium 9oz) 20x50Pcs,- None -,100,Vergnano Marketing,- None -,- None -,- None -,3,,,,,5,,5,- None -,5,4/1/2026,21,.7,0,- None -,- None -,0,0,0,0,0
VERMKT99178-OT,6727,VERGNANO TAKE AWAY SLEEVES LARGE (12 oz - 500) CODE 99178,- None -,100,Vergnano Marketing,- None -,- None -,- None -,,,,,,10,,10,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VERMKT99179-OT,6728,VERGNANO TAKE AWAY SLEEVES LARGE (8 oz -500) CODE 99179,- None -,100,Vergnano Marketing,- None -,- None -,- None -,,,,,,5,,5,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VERMKT99186-OT,7095,Vergnano Takeaway Cups (Large 14oz) 20x50Pcs,- None -,100,Vergnano Marketing,- None -,- None -,- None -,,,,,,5,,5,- None -,5,4/1/2026,21,.7,0,- None -,- None -,0,0,0,0,0
VERMKT99208H-OT,5798,Vergnano Black Cups 6 Cupsx2.5oz,- None -,100,Vergnano Marketing,- None -,- None -,- None -,,,,,,20,,20,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VERMKT99209H-OT,5811,Vergnano Cappuccino Black Cup6x8,- None -,100,Vergnano Marketing,- None -,- None -,- None -,,,,,,20,,20,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VERMKT99210H-OT,5812,Caffe Vergnano Black Chocolate Set,- None -,100,Vergnano Marketing,- None -,- None -,- None -,,,,,,10,,10,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VERMKT99921-OT,6134,Vergnano Cup & Saucer,- None -,100,Vergnano Marketing,- None -,- None -,- None -,,,,,,5,,5,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VIBA.5-CA,1184,Colavita Balsamic Vinegar of Modena 12x500ml,39153413009,102,Colavita_Vinegar,- None -,- None -,- None -,4,,,,,,,1112,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VIBA.5LT-CA,1185,Colavita Balsamic Vinegar of Modena 2x5L,8001876570064,,Colavita_Vinegar,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VIBAV24-CA,4200,Colavita Balsamic Aged Vinegar IGP 6x250ml,- None -,126,Colavita_Vinegar,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VIBGLAZEV332-CA,7132,Colavita Balsamic Glaze 2x32oz,- None -,370,Colavita USA_Vinegar,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VINWB01-CA,3696,R.M. White Vinegar of Modena 12x500ml,779921363869,110,Denigris,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VIPW.5LT-CA,7319,Colavita Wine Vinegar Prosecco 2x5L,039153413696,105,Colavita USA_Vinegar,- None -,- None -,- None -,,,,,,,,25,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VIRASW-CA,6149,Colavita Raspberry Wine Vinegar 12x500ml,39153413153,102,Colavita_Vinegar,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VIWR003-CA,1188,Colavita Wine Vinegar Red 12x500ml,39153413054,102,Colavita_Vinegar,- None -,- None -,- None -,,,,,,585,,1617,- None -,585,3/23/2026,12,.4,0,- None -,- None -,0,0,0,0,0
VIWR003-FB-CA,3457,Farm Boy Wine Vinegar Red 12x500ml,- None -,102,Colavita_PL Farmboy,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VIWW004-CA,1190,Colavita Wine Vinegar White 12x500ml,39153413061,102,Colavita_Vinegar,- None -,- None -,- None -,1,,,,,,,796,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VLONGOFET02-CA,7109,Longos Curato Fettucine Egg Nest pasta 18x250g,- None -,100,Alguazas_PL Longos,- None -,- None -,- None -,,,,,,,,540,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VLONGONSWHI01-CA,3552,Longos Curato White Wine Vinegar 12x500ml,- None -,102,Colavita_PL Longos,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VLONGOPAP03-CA,7108,Longos Curato Pappardelle Egg Nest pasta 18x250g,- None -,100,Alguazas_PL Longos,- None -,- None -,- None -,,,,,,2,,542,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VLONGOSBALS01-CA,3544,Longos Curato Balsamic Vinegar 12x500ml,- None -,102,Colavita_PL Longos,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VLONGOSBALS02-CA,3551,Longos Curato White Vinegar of Modena 6x250ml,- None -,259,Colavita_PL Longos,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VLONGOSBALS03-CA,3543,Longos Curato Balsamic Glaze 12x250ml,- None -,192,Colavita_PL Longos,- None -,- None -,- None -,,,,,,,,384,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VLONGOSBALS04-CA,3545,Longos Curato Balsamic Vinegar Gold 6x250ml,- None -,224,Colavita_PL Longos,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VLONGOSBALS05-CA,3546,Longos Curato Balsamic Vinegar Silver 12x250ml,- None -,100,Colavita_PL Longos,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VLONGOSFOC01-CA,6608,Longos Curato Focaccia Rosemary 10x100g,- None -,60,Panificio Bo_PL Longos,- None -,- None -,- None -,,,,,,,,864,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VLONGOSFOC02-CA,6610,Longos Curato Focaccia Olive 10x100g,- None -,60,Panificio Bo_PL Longos,- None -,- None -,- None -,,,,,,,,720,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VLONGOSGNO-CA,6616,Longos Curato Gnocchi 12x500g,- None -,100,Ciemme_PL Longos,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VLONGOSGNOGF-CA,6618,Longos Curato Gnocchi Gluten Free 12x500g,- None -,140,Ciemme_PL Longos,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VLONGOSRED01-CA,3547,Longos Curato Red Wine Vinegar 12x500ml,- None -,100,Colavita_PL Longos,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VLONGOTAG01-CA,7107,Longos Curato Tagliatelle Egg Nest pasta 20x250g,- None -,100,Alguazas_PL Longos,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VSHON500A-T-CA,6430,Vita Sana Honey (Truffle) 6x500g,- None -,100,La Ife,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
VSPOLENTA01-CA,3900,Vita Sana Polenta 12x500g (Box),779921106596,120,Molino Peila,- None -,- None -,- None -,39,,,,,2,,962,- None -,960,3/1/2026,-10,-.33,0,- None -,- None -,0,0,0,0,0
VSPOLENTA02-CA,3901,Vita Sana Polenta 10x900g (Tube),779921106626,56,La Delizia,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
XMAS52A-CA,4071,Gioia Pandoro Chocolate Cream Fill 8x750g,- None -,21,Balconi,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
XMAS53A-CA,4073,Gioia Pandoro Lemon Cream Filled 8x750g,- None -,21,Balconi,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
XMASAU01B-CA,6573,Gioia Panettone Traditional 12x750g,- None -,25,Bauducco_XMAS,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
XMASAU02-CA,4072,Gioia Pandoro Classic 8x800g,- None -,21,Balconi,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
XMASBAU01B-CA,6574,Bauducco Panettone Traditional 12x680g,- None -,25,Bauducco_XMAS,- None -,- None -,- None -,,,,,,25,,25,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
XMASBAU02B-CA,6575,Bauducco Chocottone 12x680g,- None -,25,Bauducco_XMAS,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
XMASBAU03AB-CA,7034,Bauducco Hazelnut Cream Panettone Box 12x454g,- None -,25,Bauducco_XMAS,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
XMASBAU04B-CA,6577,Bauducco Mini Panettone 24x80g,- None -,72,Bauducco_XMAS,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
XMASBAU09B-CA,6578,Bauducco Mini Chocottone 24x80g,- None -,72,Bauducco_XMAS,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
XMASBOX16361-OT,5686,Blue or Red Small Empty Box,- None -,100,Scotton_Packaging,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
XMASBOX16362-OT,5684,Blue or Red Medium Empty Box,- None -,100,Scotton_Packaging,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
XMASBOX31341-OT,5704,Silver or Gold Small Empty Box,- None -,100,Scotton_Packaging,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
XMASMAS01-CA,6904,Massimo Pandoro Classic 12x500g (Box),- None -,25,Bauducco_ XMAS Massimo,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
XMASMAS01B-CA,6903,Massimo Panettone Traditional 12x750g (Cello),- None -,25,Bauducco_ XMAS Massimo,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
XMASMTV01-CA,7033,Monteverde Panettone CELLO 12x750g,779921110036,25,Bauducco_XMAS,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
XMASTR10A-CA,4069,Gioia Torrone Soft With Hazelnuts 12x150g,779921290028,248,Torrone del Molise,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
Total,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
