Item Name,Item ID,Display Name,Product Status,Core Item Category,Units,Size,Case UPC Code,Pallet Qty,LCL Listed,Reorder Vendor Group,Critical Stock Restriction,Warning (< 2 Months),Recommened Restriction Quantity ,Available to Promise,Maximum of Committed,Sum of On Hold,Reserved,Sum of On Hand Available (Good) ,Sum of On Hand Total (Good + Deviated),In Transit,Sum of On Hand Total + In Transit,On Order (TO SHIP),Total Stock,Next Arrival Qty,Next Arrival Date,Days Till Next Arrival,Months Till Next Arrival,On Hand Total (Months),Inspection,Label,Deviation,On Hand Total + Transit (Months),Total Stock [Months],30 Days,60 Days,90 Days,120 Days,4 Month Average,Maximum of Shelf Life in Days
OCOXV.75PETIMELESS-CA,7367,Colavita Premium EUROPEAN EV Olive Oil 6x750 mL (Timeless),Do not Order,18. Olive Oil,6,7200 g,039153100329,120,No,Colavita Italy_Oil,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
OCOXV1LBOLD,7377,Colavita Premium BOLD EV Olive Oil 6x1L,Do not Order,18. Olive Oil,6,7332 g,039153010109,96,No,Colavita Italy_Oil,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
OCOXV1TIMELESS-CA,1166,Colavita Extra Virgin Olive Oil 6x1L (Timeless),Active,18. Olive Oil,6,9330 g,39153010024,96,Yes,Colavita Italy_Oil,- None -,- None -,- None -,- None -,173,,,,,14008,,58808,- None -,2800,9/2/2026,-14,-.47,0,,,,- None -,- None -,0,0,0,0,0,546
OCOXV3T-CA,1167,Colavita Extra Virgin Olive Oil 4x3L (Tin),Active,18. Olive Oil,4,12330 g,39153010017,90,Yes,Colavita Italy_Oil,- None -,- None -,- None -,- None -,3,,,,,,,230,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
OCOXVBAS-CA,1168,Colavita EV Olive Oil Basil 6x250ml (Timeless),Active,19. Specialty Oils,6,3090 g,39153100268,238,Yes,Colavita Italy_Oil,- None -,- None -,- None -,- None -,3,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
OCOXVCAL-CA,1169,Colavita EV Olive Oil California 6x750ml (Timeless),Active,18. Olive Oil,6,7360 g,- None -,120,Yes,Colavita USA_Oil,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
OCOXVCERAMIC-CA,1170,Colavita EV Olive Oil Premium Italian 6x250ml (Ceramic Jar),Active,18. Olive Oil,6,3596 g,39153100381,155,No,Colavita Italy_Oil,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
OCOXVGAR-CA,1173,Colavita EV Olive Oil Garlic 6x250ml (Timeless),Active,19. Specialty Oils,6,3120 g,39153100503,238,Yes,Colavita Italy_Oil,- None -,- None -,- None -,- None -,66,,,,,,,238,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
OCOXVGRE01-CA,1174,Colavita EV Olive Oil GREEK 6x750ml (Timeless),Active,18. Olive Oil,6,7380 g,39153100862,140,Yes,Colavita Italy_Oil,- None -,- None -,- None -,- None -,116,,,,,,,1400,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
OCOXVLEM-CA,1175,Colavita EV Olive Oil Lemon 6x250ml (Timeless),Active,19. Specialty Oils,6,3090 g,39153100251,238,Yes,Colavita Italy_Oil,- None -,- None -,- None -,- None -,,,,,,,,119,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
OCOXVMED-CA,1176,Colavita EV Olive Oil Mediterranean 6x750ml (Timeless),Active,18. Olive Oil,6,7370 g,39153100879,140,Yes,Colavita Italy_Oil,- None -,- None -,- None -,- None -,41,,,,,,,500,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,546
OCOXVPEP-CA,1178,Colavita EV Olive Oil PEPPER 6x250ml (Timeless),Active,19. Specialty Oils,6,3000 g,- None -,287,Yes,Colavita Italy_Oil,- None -,- None -,- None -,- None -,61,,,,,,,469,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
OCOXVPOR-CA,1179,Colavita EV Olive Oil PORTUGAL 6x750ml (Timeless),Do not Order,18. Olive Oil,6,7360 g,39153011526,120,Yes,Colavita Italy_Oil,- None -,- None -,- None -,- None -,1,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
OCOXVSEWC-CA,7203,Colavita EV Olive Oil The 2026 Soccer Special Edition 6x500ml,Do not Order,19. Specialty Oils,6,7500 g,039153432321,72,Yes,Colavita_Special,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,540
OCOXVTAR-CA,1181,Colavita EV Olive Oil TRUFFLE 6x250ml (Timeless),Active,19. Specialty Oils,6,3090 g,39153100398,238,Yes,Colavita Italy_Oil,- None -,- None -,- None -,- None -,147,,,,,119,,119,- None -,119,9/28/2026,12,.4,0,,,,- None -,- None -,0,0,0,0,0,730
OOIL011-CA,7117,O California Premium EVOO  (Plastic Squeeze Bottle) 6x500ml,Active,19. Specialty Oils,6,3130 g,- None -,224,No,Colavita USA_Oil,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,547
OOIL051-CA,6792,O Meyer Lemon Crushed Olive Oil 6x250ml,Active,19. Specialty Oils,6,2980 g,634039050011,252,Yes,Colavita USA_Oil,- None -,- None -,- None -,- None -,132,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
OOIL052-CA,6793,O Blood Orange Crushed Olive Oil 6x250ml,Active,19. Specialty Oils,6,2980 g,634039050028,252,Yes,Colavita USA_Oil,- None -,- None -,- None -,- None -,129,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
OOIL053-CA,6794,O Roasted Garlic Crushed Olive Oil 6x250ml,Active,19. Specialty Oils,6,3010 g,- None -,252,Yes,Colavita USA_Oil,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
OOIL101-CA,6795,O Champagne Vinegar 6x300ml,Active,20. Vinegars,6,3710 g,634039350081,250,Yes,Colavita USA_Vinegar,- None -,- None -,- None -,- None -,117,,,,,,,500,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1821
OOIL102-CA,6796,O Citrus Champagne Vinegar 6x300ml,Active,20. Vinegars,6,3700 g,634039350111,250,Yes,Colavita USA_Vinegar,- None -,- None -,- None -,- None -,3,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1821
OOIL104-CA,6804,O Orange Blossom Champagne Vinegar 6x300ml,Active,20. Vinegars,6,3850 g,- None -,250,No,Colavita USA_Vinegar,- None -,- None -,- None -,- None -,3,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1821
OOIL105-CA,6797,O Pomegranate Champagne Vinegar 6x300ml,Active,20. Vinegars,6,3770 g,634039350470,250,Yes,Colavita USA_Vinegar,- None -,- None -,- None -,- None -,7,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1821
OOIL111-CA,6801,O Cabernet Wine Vinegar 6x300ml,Active,20. Vinegars,6,3770 g,634039350128,250,No,Colavita USA_Vinegar,- None -,- None -,- None -,- None -,5,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1821
OOIL113-CA,6802,O Sherry Wine Vinegar 6x300ml,Active,20. Vinegars,6,3770 g,634039350050,250,No,Colavita USA_Vinegar,- None -,- None -,- None -,- None -,31,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1821
OOIL117-CA,6803,O Yuzu Rice Vinegar 6x300ml,Active,20. Vinegars,6,3710 g,634039350142,250,Yes,Colavita USA_Vinegar,- None -,- None -,- None -,- None -,55,,,,,,,500,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1821
OOIL119-CA,6798,O California White Balsamic Vinegar 6x300ml,Active,20. Vinegars,6,3860 g,634039350180,250,No,Colavita USA_Vinegar,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1821
OOIL121-CA,6799,O California Fig Balsamic Vinegar 6x300ml,Active,20. Vinegars,6,3930 g,634039350210,250,Yes,Colavita USA_Vinegar,- None -,- None -,- None -,- None -,2,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1821
OOIL122-CA,6800,O California Balsamic Vinegar 6x300ml,Active,20. Vinegars,6,3880 g,634039350135,250,No,Colavita USA_Vinegar,- None -,- None -,- None -,- None -,5,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1821
ORAAV80CI-CA,7388,OraSi Plant Based Cooking Cream 24x200ml,In Progress,30. Juices & Drinks,24, ,- None -,,No,OraSi,- None -,- None -,- None -,- None -,,,,,,72,,72,- None -,72,9/22/2026,6,.2,0,,,,- None -,- None -,0,0,0,0,0,
ORAAV80DJ-CA,7055,OraSi Soy Beverage Sugar Free 12x1L,Do not Order,30. Juices & Drinks,12,13872 g,8003180048154,65,No,OraSi,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,420
ORAAV80EO-CA,7054,OraSi Soy Beverage 12x1L,Active,30. Juices & Drinks,12,13872 g,8003180046990,65,No,OraSi,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,420
ORAAV81BG-CA,7387,OraSi Plant Based Whipping Cream 24x200ml,In Progress,30. Juices & Drinks,24, ,- None -,,No,OraSi,- None -,- None -,- None -,- None -,,,,,,72,,72,- None -,72,9/22/2026,6,.2,0,,,,- None -,- None -,0,0,0,0,0,
ORAAV81ER-CA,7056,OraSi Rice Beverage No Added Sugar 12x1L,Do not Order,30. Juices & Drinks,12,13872 g,8003180046976,65,No,OraSi,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,420
ORAAV84AJ-CA,7061,OraSi Hazelnut Beverage 12x1L,Do not Order,30. Juices & Drinks,12,13872 g,8003180047058,65,No,OraSi,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,360
ORAAV87CF-CA,7058,OraSi Oat Beverage Sugar Free 12x1L,Active,30. Juices & Drinks,12,13872 g,8003180048130,65,No,OraSi,- None -,- None -,- None -,- None -,26,,,,,102,,102,- None -,102,9/22/2026,6,.2,0,,,,- None -,- None -,0,0,0,0,0,360
ORAAV88AN-CA,7062,OraSi Barista Soy Beverage 12x1L,Do not Order,30. Juices & Drinks,12,13872 g,8003180047782,65,No,OraSi,- None -,- None -,- None -,- None -,,,,,,77,,77,- None -,77,9/22/2026,6,.2,0,,,,- None -,- None -,0,0,0,0,0,420
ORAAV88FV-CA,7063,OraSi Barista Almond Beverage 12x1L,Active,30. Juices & Drinks,12,13872 g,8003180047829,65,No,OraSi,- None -,- None -,- None -,- None -,,,,,,155,,155,- None -,155,9/22/2026,6,.2,0,,,,- None -,- None -,0,0,0,0,0,420
ORAAV88HT-CA,7064,OraSi Barista Coconut Beverage 12x1L,Active,30. Juices & Drinks,12,13872 g,8003180047843,65,No,OraSi,- None -,- None -,- None -,- None -,,,,,,206,,206,- None -,206,9/22/2026,6,.2,0,,,,- None -,- None -,0,0,0,0,0,420
ORAAV88IW-CA,7066,OraSi Barista Oat Beverage 12x1L,Active,30. Juices & Drinks,12,13872 g,8003180047805,65,No,OraSi,- None -,- None -,- None -,- None -,,,,,,161,,161,- None -,161,9/22/2026,6,.2,0,,,,- None -,- None -,0,0,0,0,0,360
ORAAV88JK-CA,7065,OraSi Barista Hazelnut Beverage 12x1L,Active,30. Juices & Drinks,12,13872 g,8003180047867,65,No,OraSi,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,360
ORAAV88KC-CA,7386,OraSi Barista Soy Banana Beverage 12x1L,In Progress,30. Juices & Drinks,12, ,- None -,65,No,OraSi,- None -,- None -,- None -,- None -,,,,,,16,,16,- None -,16,9/22/2026,6,.2,0,,,,- None -,- None -,0,0,0,0,0,420
ORAPOS60UNITS-OT,7266,OraSi Displayer 60 Units,Active-Displayer,43. Display,1, ,- None -,,No,OraSi_Displayer,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
PAB001-CA,4035,Vita Sana Organic Chickpea Fusilli 6x225g,Active,08. Organic Bean Pasta,6,1530 g,779921017137,162,Yes,GoviFarm,- None -,- None -,- None -,- None -,269,,,,,648,,1080,- None -,648,9/30/2026,14,.47,0,,,,- None -,- None -,0,0,0,0,0,1095
PAB002-CA,4036,Vita Sana Organic Red Lentil Penne 6x225g,Active,08. Organic Bean Pasta,6,1530 g,779921017052,162,Yes,GoviFarm,- None -,- None -,- None -,- None -,332,,,,,,,648,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAB003-CA,4037,Vita Sana Organic Yellow Lentil Casarecce 6x225g,Active,08. Organic Bean Pasta,6,1500 g,779921017090,162,Yes,GoviFarm,- None -,- None -,- None -,- None -,75,,,,,,,648,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAB015-CA,6899,La Molisana Lupini Spaghetti 12x400g,Do not Order,03. Specialty Cut Pasta,12,5460 g,8004690486160,95,Yes,L.M._Pasta Speciali,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAB020-CA,6897,La Molisana Lupini Penne Rigate 12x400g,Label,03. Specialty Cut Pasta,12,5630 g,8004690480205,50,Yes,L.M._Pasta Speciali,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAB028-CA,6898,La Molisana Lupini Fusilli 12x400g,Label,03. Specialty Cut Pasta,12,5600 g,8004690480281,50,Yes,L.M._Pasta Speciali,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PACM001-CA,3896,Vita Sana Pasta Orecchiette 12x450g,Active,10. Artisanal Pasta,12,5930 g,779921600100,96,Yes,Dibenedetto,- None -,- None -,- None -,- None -,73,,,,,,,860,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,790
PACM001DR-CA,6144,David Rocco Pasta Orecchiette 12x400g,Active,10. Artisanal Pasta,12,5950 g,- None -,60,Yes,Dibenedetto,- None -,- None -,- None -,- None -,,,,,,1,,201,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,790
PACM002-CA,3890,Vita Sana Pasta Cavatelli 12x450g,Active,10. Artisanal Pasta,12,5900 g,- None -,120,Yes,Dibenedetto,- None -,- None -,- None -,- None -,36,,,,,,,820,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,790
PACM003-CA,3894,Vita Sana Pasta Fusilli 12x450g,Active,10. Artisanal Pasta,12,5990 g,- None -,96,Yes,Dibenedetto,- None -,- None -,- None -,- None -,79,,,,,,,630,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,790
PACM003DR-CA,6145,David Rocco Pasta Fusilli 12x400g,Active,10. Artisanal Pasta,12,5370 g,- None -,60,Yes,Dibenedetto,- None -,- None -,- None -,- None -,,,,,,,,90,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,790
PACM004-CA,3897,Vita Sana Pasta Strozzapreti 12x450g,Active,10. Artisanal Pasta,12,5980 g,779921600933,96,Yes,Dibenedetto,- None -,- None -,- None -,- None -,,,,,,1,,271,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,790
PACM004A-CA,3898,Vita Sana Pasta Strozzapreti Tricolore 12x450g,Active,10. Artisanal Pasta,12,5960 g,779921600513,96,Yes,Dibenedetto,- None -,- None -,- None -,- None -,11,,,,,1,,51,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,790
PACM004DR-CA,6146,David Rocco Pasta Strozzapreti 12x400g,Active,10. Artisanal Pasta,12,5310 g,- None -,60,Yes,Dibenedetto,- None -,- None -,- None -,- None -,,,,,,,,145,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,790
PACM005-CA,3891,Vita Sana Pasta Cavatoni 12x450g,Active,10. Artisanal Pasta,12,5990 g,- None -,96,Yes,Dibenedetto,- None -,- None -,- None -,- None -,17,,,,,,,230,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,790
PACM006-CA,3895,Vita Sana Pasta Maccheroni 12x450g,Active,10. Artisanal Pasta,12,5930 g,- None -,72,Yes,Dibenedetto,- None -,- None -,- None -,- None -,49,,,,,,,680,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,790
PACM008-CA,3892,Vita Sana Pasta Foglie And Spinaci 12x450g,Active,10. Artisanal Pasta,12,5990 g,779921600124,96,Yes,Dibenedetto,- None -,- None -,- None -,- None -,,,,,,,,70,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,790
PACM013A-CA,3893,Vita Sana Pasta Fregola Sarda 12x500g,Active,10. Artisanal Pasta,12,6480 g,- None -,84,Yes,Cagliaritani,- None -,- None -,- None -,- None -,14,,,,,,,384,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,851
PACM014-CA,3899,Vita Sana Pasta Trofie 12x450g,Active,10. Artisanal Pasta,12,5940 g,- None -,60,No,Dibenedetto,- None -,- None -,- None -,- None -,,,,,,,,40,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,790
PACM015-CA,7361,Vita Sana Pasta Casarecce 12x450g,In Progress,10. Artisanal Pasta,12, ,- None -,,No,Dibenedetto,- None -,- None -,- None -,- None -,,,,,,,,500,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,790
PAG020-GF-CA,6191,La Molisana Gluten Free Penne Ziti Rigate#20 14x400g,Label,09. Gluten Free Pasta,14,6390 g,8004690470039,60,Yes,L.M._Pasta Gluten free,- None -,- None -,- None -,- None -,2,,,,,192,,580,- None -,96,9/28/2026,12,.4,0,,,,- None -,- None -,0,0,0,0,0,1095
PAG028-GF-CA,6192,La Molisana Gluten Free Fusilli #28 14x400g,Label,09. Gluten Free Pasta,14,6090 g,8004690470046,50,Yes,L.M._Pasta Gluten free,- None -,- None -,- None -,- None -,9,,,,,240,,700,- None -,240,9/28/2026,12,.4,0,,,,- None -,- None -,0,0,0,0,0,1095
PALAT071-CA,3990,La Molisana Rotelle #71 24x500g,Label,01. Traditional Pasta,24,12710 g,8004690057100,45,No,L.M._Pasta Speciali,- None -,- None -,- None -,- None -,2,,,,,,,300,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PALAT077-CA,4011,La Molisana Mafalda Corta #77 24x500g,Label,03. Specialty Cut Pasta,24,13050 g,8004690057704,32,No,L.M._Pasta Speciali,- None -,- None -,- None -,- None -,1,,,,,252,,672,- None -,252,10/5/2026,19,.63,0,,,,- None -,- None -,0,0,0,0,0,1095
PALAT1000-DR-CA,6156,La Molisana Rigacuore #1000 24x500g,Label,03. Specialty Cut Pasta,24,12860 g,8004690110003,40,No,L.M._Pasta Speciali,- None -,- None -,- None -,- None -,1,,,,,,,95,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PALAT58-DR-CA,6843,La Molisana Mista Grano Ita #58 24x500g,Do not Order,03. Specialty Cut Pasta,24,12730 g,8004690055823,40,No,L.M._Pasta Speciali,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAR002-DR-CA,3998,La Molisana Fettucce Ricce #2 12x450g,Label,02. Specialty Long Cut Pasta,12,6054 g,8004690100202,48,Yes,L.M._Pasta Speciali,- None -,- None -,- None -,- None -,43,,,,,,,753,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAR002-DR-EA,7306,La Molisana Fettucce Ricce #2 450g (each),Part,02. Specialty Long Cut Pasta,1, ,- None -,,No,L.M._Pasta Speciali,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
PAR002-DR18-CA,6951,La Molisana Fettuccia Riccia #2 18x500g,Part,02. Specialty Long Cut Pasta,18,10000 g,- None -,100,No,L.M._Pasta Speciali,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAR003-DR-CA,4002,La Molisana Tripolina Lunga #3 12x450g,Label,02. Specialty Long Cut Pasta,12,5790 g,779921000030,48,Yes,L.M._Pasta Speciali,- None -,- None -,- None -,- None -,19,,,,,,,201,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAR003-DR-EA,7305,La Molisana Tripolina Lunga #3 450g (each),Part,02. Specialty Long Cut Pasta,1, ,- None -,,No,L.M._Pasta Speciali,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
PAR003-DR18-CA,7275,La Molisana Mezze Fettuccia Riccia #3 18x500g,Part,02. Specialty Long Cut Pasta,18,10000 g,- None -,100,No,L.M._Pasta Speciali,- None -,- None -,- None -,- None -,,,,,,,,485,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
PAR100-12-500-CA,7296,La Molisana Nidi '0' Capelli Angelo #100 12x500g,Part,02. Specialty Long Cut Pasta,12,6380 g,- None -,40,No,L.M._Pasta Speciali,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAR100-12-CA,4000,La Molisana Nidi '0' Capelli Angelo #100 12x450g,Active,02. Specialty Long Cut Pasta,12,6380 g,779921001006,40,Yes,L.M._Pasta Speciali,- None -,- None -,- None -,- None -,2,,,,,1,,1,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAR100-8-CA,7370,La Molisana Nidi '0' Capelli Angelo #100 8x450g,In Progress,02. Specialty Long Cut Pasta,8,3600 g,779921001006,18,No,L.M._Pasta Speciali,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAR103-12-500-CA,7311,La Molisana Nidi '3' Tagliatelle #103 12x500g,Part,02. Specialty Long Cut Pasta,12,6420 g,- None -,40,No,L.M._Pasta Speciali,- None -,- None -,- None -,- None -,,,,,,,,100,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAR103-12-CA,4001,La Molisana Nidi '3' Tagliatelle #103 12x450g,Label,02. Specialty Long Cut Pasta,12,6420 g,779921001037,40,No,L.M._Pasta Speciali,- None -,- None -,- None -,- None -,2,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAR103-8-CA,7371,La Molisana Nidi '3' Tagliatelle #103 8x450g,In Progress,02. Specialty Long Cut Pasta,8,3600 g,779921001037,18,No,L.M._Pasta Speciali,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAR108-DR-CA,4008,La Molisana Fusilli Corti Bucati #108 12x450g,Do not Order,03. Specialty Cut Pasta,12,5950 g,779921011081,90,No,L.M._Pasta Speciali,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAR108-DR-EA,7307,La Molisana Fusilli Corti Bucati #108 450g (each),Part,03. Specialty Cut Pasta,1, ,- None -,,No,L.M._Pasta Speciali,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
PAR60A-DR-500-CA,7312,La Molisana Anelli Siciliani #60A 12x500g,Part,03. Specialty Cut Pasta,12,5850 g,- None -,98,No,L.M._Pasta Speciali,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAR60A-DR-CA,4004,La Molisana Anelli Siciliani #60A 12x450g,Label,03. Specialty Cut Pasta,12,5850 g,779921001600,98,Yes,L.M._Pasta Speciali,- None -,- None -,- None -,- None -,39,,,,,,,600,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAR60A-DR24-500-CA,7359,La Molisana Anelli Siciliani #60A 24x500g,Part,03. Specialty Cut Pasta,24,5850 g,- None -,,No,L.M._Pasta Speciali,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PASPT01-CA,4032,Vita Sana Spelt Penne 12x450g,Active,07. Organic Spelt Pasta,12,5870 g,779921015034,60,Yes,Andalini,- None -,- None -,- None -,- None -,35,,40,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PASPT02-CA,4031,Vita Sana Spelt Fusilli 12x450g,Active,07. Organic Spelt Pasta,12,5810 g,779921015065,60,Yes,Andalini,- None -,- None -,- None -,- None -,4,,,,,,,200,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PASPT03-CA,4034,Vita Sana Spelt Tortiglioni (Elicoidali) 12x450g,Do not Order,07. Organic Spelt Pasta,12,5820 g,779921015096,60,No,Andalini,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PASPT04-CA,4033,Vita Sana Spelt Spaghetti 12x450g,Active,07. Organic Spelt Pasta,12,5650 g,779921015041,162,Yes,Andalini,- None -,- None -,- None -,- None -,23,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PASPT06-CA,4029,Vita Sana Spelt Cavatappi #70 12x450g,Do not Order,07. Organic Spelt Pasta,12,5840 g,- None -,60,No,Andalini,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT001-DR18-CA,3994,La Molisana Spaghetto Quadrato #1 18x450g,Active,01. Traditional Pasta,18,8650 g,779921001112,112,Yes,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,5,,,,,26,,1300,- None -,26,9/9/2026,-7,-.23,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT006-DR18-CA,3978,La Molisana Linguine #6 18x450g,Active,01. Traditional Pasta,18,8830 g,779921000061,112,Yes,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,122,,,,,2342,,4684,- None -,896,9/16/2026,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT012-DR18-CA,3969,La Molisana Bucatini #12 18x450g,Active,01. Traditional Pasta,18,8740 g,779921000122,92,Yes,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,8,,,,,,,2000,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT015-DR18-CA,3992,La Molisana Spaghetti #15 18x450g,Active,01. Traditional Pasta,18,8600 g,779921000153,112,Yes,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,201,,,,,5636,,10532,- None -,672,9/2/2026,-14,-.47,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT015-GLUTEN-CA,4040,La Molisana Gluten Free Spaghetti #15 12x400g,Label,09. Gluten Free Pasta,12,5250 g,8004690470022,205,Yes,L.M._Pasta Gluten free,- None -,- None -,- None -,- None -,1,,,,,84,,446,- None -,84,9/28/2026,12,.4,0,,,,- None -,- None -,0,0,0,0,0,1095
